node_1|node_2|edge|chunk_id|node_3|node_4
contextinitialized|servletcontextevent|is an event triggered when a servlet context is initialized|338c33f8e6d44d5da3508f80130eb269|
tradedirect|trade|refers to a direct communication channel used for trading in the DayTrader sample application provided by IBM WebSphere|338c33f8e6d44d5da3508f80130eb269|
tradeconfig|tradedirect|is used to configure the TradeDirect component in the DayTrader sample application provided by IBM WebSphere|338c33f8e6d44d5da3508f80130eb269|
log|trace|refers to a logging mechanism provided by the DayTrader sample application provided by IBM WebSphere that allows developers to output debugging information during runtime|338c33f8e6d44d5da3508f80130eb269|
daytrader.properties|properties|The file 'daytrader.properties' is loaded from the resource '/properties/daytrader.properties' within the servlet context, which is an instance of class Properties.|1c2b023f492c460eab9b41cf38955097|
properties|inputstream|The InputStream 'stream' is obtained by calling the method getResourceAsStream() on the ServletContext object.|1c2b023f492c460eab9b41cf38955097|
props|properties|The class Properties is used to load properties from a resource stream.|1c2b023f492c460eab9b41cf38955097|
"integer.parseint(prop.getproperty(""runtimemode""))"|tradeconfig.setruntimemode()|The integer value of the property 'runtimeMode' is parsed and assigned to the member variable runTimeMode of class TradeConfig using the method setRunTimeMode(). |1c2b023f492c460eab9b41cf38955097|
"boolean.parseboolean(prop.getproperty(""useremoteejbinterface""))"|tradeconfig.setuseremoteejbinterface()|The boolean value of the property 'useRemoteEJBInterface' is parsed and assigned to the member variable useRemoteEJBInterface of class TradeConfig using the method setUseRemoteEJBInterface(). |1c2b023f492c460eab9b41cf38955097|
"integer.parseint(prop.getproperty(""orderprocessingmode""))"|tradeconfig.setorderprocessingmode()|The integer value of the property 'orderProcessingMode' is parsed and assigned to the member variable orderProcessingMode of class TradeConfig using the method setOrderProcessingMode(). |1c2b023f492c460eab9b41cf38955097|
"integer.parseint(prop.getproperty(""webinterface""))"|tradeconfig.setwebinterface()|The integer value of the property 'webInterface' is parsed and assigned to the member variable webInterface of class TradeConfig using the method setWebInterface(). |1c2b023f492c460eab9b41cf38955097|
"integer.parseint(prop.getproperty(""maxusers""))"|tradeconfig.setmax_users()|The integer value of the property 'maxUsers' is parsed and assigned to the member variable MAX_USERS of class TradeConfig using the method setMAX_USERS(). |1c2b023f492c460eab9b41cf38955097|
"integer.parseint(prop.getproperty(""maxquotes""))"|tradeconfig.setmax_quotes()|The integer value of the property 'maxQuotes' is parsed and assigned to the member variable MAX_QUOTES of class TradeConfig using the method setMAX_QUOTES(). |1c2b023f492c460eab9b41cf38955097|
com.ibm.websphere.samples.daytrader.web.jsf|accountdatajsf|is a class within the package com.ibm.websphere.samples.daytrader.web.jsf|876ba33686c04b17ae71d01cc25d75ba|
com.ibm.websphere.samples.daytrader|daytrader7|is a project in which the package com.ibm.websphere.samples.daytrader is contained|876ba33686c04b17ae71d01cc25d75ba|
java|java|is a programming language used to write the class AccountDataJSF|876ba33686c04b17ae71d01cc25d75ba|
tradeaction|com.ibm.websphere.samples.daytrader.entities.orderdatabean|is a method or operation that can be performed on an OrderDataBean, as specified by the interface TradeAction|876ba33686c04b17ae71d01cc25d75ba|
accountdatabean|com.ibm.websphere.samples.daytrader.entities|is a package within which the class AccountDataBean is contained|876ba33686c04b17ae71d01cc25d75ba|
collection|iterator|is an interface implemented by Collection to provide iterable access to its elements, and by Iterator to provide access to these elements one at a time|876ba33686c04b17ae71d01cc25d75ba|
externalcontext|httpservletrequest|is an interface implemented by ExternalContext to provide access to context-specific information and functionality, and by HttpServletRequest to provide access to request parameters|876ba33686c04b17ae71d01cc25d75ba|
httpsession|externalcontext|is a map used to store data associated with a session, as accessed through ExternalContext|876ba33686c04b17ae71d01cc25d75ba|
financialutils|tradeconfig|are classes that provide financial utility functions and trade configuration respectively, and are used within the package com.ibm.websphere.samples.daytrader|876ba33686c04b17ae71d01cc25d75ba|
bigdecimal|date|are Java data types used to represent decimal numbers and dates respectively, as used within the class AccountDataJSF|876ba33686c04b17ae71d01cc25d75ba|
accountdatajsf|externalcontext|is a component of|54715e79203c45df8fa8d47489002888|
accountdatajsf|tradeaction|has a reference to|54715e79203c45df8fa8d47489002888|
accountid|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
creationdate|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
sessioncreationdate|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
currenttime|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
profileid|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
balance|accountdatajsf|has a value of|54715e79203c45df8fa8d47489002888|
openbalance|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
numberholdings|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
holdingstotal|accountdatajsf|calculated based on|54715e79203c45df8fa8d47489002888|
sumofcashholdings|accountdatajsf|calculated based on|54715e79203c45df8fa8d47489002888|
gain|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
gainpercent|accountdatajsf|calculated based on|54715e79203c45df8fa8d47489002888|
closedorders|accountdatajsf|contains a collection of|54715e79203c45df8fa8d47489002888|
allorders|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
numberoforders|accountdatajsf|calculated based on|54715e79203c45df8fa8d47489002888|
numberoforderrows|accountdatajsf|is a property of|54715e79203c45df8fa8d47489002888|
sessioncreationdate|httpsession|is stored in|54715e79203c45df8fa8d47489002888|
userid|tradeaction|uses to fetch|54715e79203c45df8fa8d47489002888|
closedorders|tradeaction|fetches a collection of|54715e79203c45df8fa8d47489002888|
holdingdatabeans|tradeaction|fetches a collection of|54715e79203c45df8fa8d47489002888|
doaccountdata|context|is part of|acd2902883f5412aa41daaaa9ea754bd|
setsessioncreationdate|session|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getsessioncreationdate|session|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setcurrenttime|currenttime|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getcurrenttime|currenttime|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setprofileid|profileid|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getprofileid|profileid|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setaccountid|accountdata|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getaccountid|accountdata|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setcreationdate|accountdata|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getcreationdate|accountdata|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setlogincount|accountdata|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getlogincount|accountdata|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setlogoutcount|accountdata|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getlogoutcount|accountdata|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setlastlogin|accountdata|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getlastlogin|accountdata|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setopenbalance|balance|has attribute|acd2902883f5412aa41daaaa9ea754bd|
getopenbalance|balance|provides access to attribute|acd2902883f5412aa41daaaa9ea754bd|
setbalance|holdingstotal|adds|acd2902883f5412aa41daaaa9ea754bd|
getbalance|holdingstotal|is calculated based on|acd2902883f5412aa41daaaa9ea754bd|
setnumberholdings|holdingdatabeans|is the count of|acd2902883f5412aa41daaaa9ea754bd|
getnumberholdings|holdingdatabeans|provides access to count of|acd2902883f5412aa41daaaa9ea754bd|
setholdingstotal|financialutils.computeholdingstotal(holdingdatabeans)|is calculated based on|acd2902883f5412aa41daaaa9ea754bd|
setsumofcashholdings|balance|adds|acd2902883f5412aa41daaaa9ea754bd|
getsumofcashholdings|balance|provides access to calculated sum of cash holdings|acd2902883f5412aa41daaaa9ea754bd|
setgain|sumofcashholdings|is calculated based on|acd2902883f5412aa41daaaa9ea754bd|
setgainpercent|openbalance|is calculated based on|acd2902883f5412aa41daaaa9ea754bd|
getprofileid|profileid|method getProfileID returns the ID of the user's profile|98f6cc12ceb24380aa360a6cfffeaa3c|
setprofileid|profileid|method setProfileID sets the ID of the user's profile|98f6cc12ceb24380aa360a6cfffeaa3c|
getaccountid|accountid|method getAccountID returns the ID of the user's account|98f6cc12ceb24380aa360a6cfffeaa3c|
setaccountid|accountid|method setAccountID sets the ID of the user's account|98f6cc12ceb24380aa360a6cfffeaa3c|
getcreationdate|creationdate|method getCreationDate returns the date when the user created their profile|98f6cc12ceb24380aa360a6cfffeaa3c|
setcreationdate|creationdate|method setCreationDate sets the creation date of the user's profile|98f6cc12ceb24380aa360a6cfffeaa3c|
getlogincount|logincount|method getLoginCount returns the number of times the user has logged in|98f6cc12ceb24380aa360a6cfffeaa3c|
setlogincount|logincount|method setLoginCount sets the login count for the user's profile|98f6cc12ceb24380aa360a6cfffeaa3c|
getbalance|balance|method getBalance returns the user's account balance|98f6cc12ceb24380aa360a6cfffeaa3c|
setbalance|balance|method setBalance sets the user's account balance|98f6cc12ceb24380aa360a6cfffeaa3c|
getopenbalance|openbalance|method getOpenBalance returns the user's open balance (before any transactions)|98f6cc12ceb24380aa360a6cfffeaa3c|
setopenbalance|openbalance|method setOpenBalance sets the user's open balance|98f6cc12ceb24380aa360a6cfffeaa3c|
getholdingstotal|holdingstotal|method getHoldingsTotal returns the total value of all the user's holdings|98f6cc12ceb24380aa360a6cfffeaa3c|
setholdingstotal|holdingstotal|method setHoldingsTotal sets the total value of all the user's holdings|98f6cc12ceb24380aa360a6cfffeaa3c|
getsumofcashholdings|sumofcashholdings|method getSumOfCashHoldings returns the total value of all the user's cash holdings|98f6cc12ceb24380aa360a6cfffeaa3c|
setsumofcashholdings|sumofcashholdings|method setSumOfCashHoldings sets the total value of all the user's cash holdings|98f6cc12ceb24380aa360a6cfffeaa3c|
getgain|gain|method getGain returns the profit or loss on the user's investments|98f6cc12ceb24380aa360a6cfffeaa3c|
setgain|gain|method setGain sets the profit or loss on the user's investments|98f6cc12ceb24380aa360a6cfffeaa3c|
getgainpercent|gainpercent|method getGainPercent returns the percentage gain or loss on the user's investments (rounded to 2 decimal places)|98f6cc12ceb24380aa360a6cfffeaa3c|
getgainpercent|gainpercent|method in the class to get the percentage of gain|2b903cf856e54529ac56e13acf9ffdd3|
numberholdings|integer|data member of type Integer to store the number of holdings|2b903cf856e54529ac56e13acf9ffdd3|
setnumberholdings|numberholdings|method to set the value of the numberHoldings data member|2b903cf856e54529ac56e13acf9ffdd3|
getnumberholdings|numberholdings|method to get the value of the numberHoldings data member|2b903cf856e54529ac56e13acf9ffdd3|
closedorders|orderdata[]|data member of type OrderData[] to store closed orders|2b903cf856e54529ac56e13acf9ffdd3|
setclosedorders|closedorders|method to set the value of the closedOrders data member|2b903cf856e54529ac56e13acf9ffdd3|
getclosedorders|closedorders|method to get the value of the closedOrders data member|2b903cf856e54529ac56e13acf9ffdd3|
lastlogin|date|data member of type Date to store the last login time|2b903cf856e54529ac56e13acf9ffdd3|
setlastlogin|lastlogin|method to set the value of the lastLogin data member|2b903cf856e54529ac56e13acf9ffdd3|
getlastlogin|lastlogin|method to get the value of the lastLogin data member|2b903cf856e54529ac56e13acf9ffdd3|
logoutcount|int|data member of type int to store the number of logouts|2b903cf856e54529ac56e13acf9ffdd3|
setlogoutcount|logoutcount|method to set the value of the logoutCount data member|2b903cf856e54529ac56e13acf9ffdd3|
getlogoutcount|logoutcount|method to get the value of the logoutCount data member|2b903cf856e54529ac56e13acf9ffdd3|
allorders|orderdata[]|data member of type OrderData[] to store all orders|2b903cf856e54529ac56e13acf9ffdd3|
setallorders|allorders|method to set the value of the allOrders data member|2b903cf856e54529ac56e13acf9ffdd3|
getallorders|allorders|method to get the value of the allOrders data member|2b903cf856e54529ac56e13acf9ffdd3|
gainhtml|getgainhtml|method in the class to generate HTML code for the gain amount|2b903cf856e54529ac56e13acf9ffdd3|
gainpercenthtml|getgainpercenthtml|method in the class to generate HTML code for the percentage of gain|2b903cf856e54529ac56e13acf9ffdd3|
numberoforderrows|integer|data member of type Integer to store the number of order rows|2b903cf856e54529ac56e13acf9ffdd3|
setnumberoforderrows|numberoforderrows|method to set the value of the numberOfOrderRows data member|2b903cf856e54529ac56e13acf9ffdd3|
getnumberoforderrows|numberoforderrows|method to get the value of the numberOfOrderRows data member|2b903cf856e54529ac56e13acf9ffdd3|
numberoforders|integer|data member of type Integer to store the total number of orders|2b903cf856e54529ac56e13acf9ffdd3|
setnumberoforders|numberoforders|method to set the value of the numberOfOrders data member|2b903cf856e54529ac56e13acf9ffdd3|
getnumberoforders|numberoforders|method to get the value of the numberOfOrders data member|2b903cf856e54529ac56e13acf9ffdd3|
externalcontextproducer|producefacesexternalcontext|produceFacesExternalContext is a method of ExternalContextProducer class which produces an instance of ExternalContext.|1ea883f833bf4d7a8437c4c96bd013cc|
externalcontext|getcurrentinstance|getCurrentInstance is a static method of FacesContext class which returns the current context instance of ExternalContext.|1ea883f833bf4d7a8437c4c96bd013cc|
facescontext|getcurrentinstance|getCurrentInstance is a static method of FacesContext class which returns the current instance of FacesContext.|1ea883f833bf4d7a8437c4c96bd013cc|
facescontext|getexternalcontext|getExternalContext is a method of FacesContext class which returns an ExternalContext object that provides access to server-side resources specific to the current request.|1ea883f833bf4d7a8437c4c96bd013cc|
holdingdata|sessionscoped|HoldingData is annotated with the SessionScoped annotation, which indicates that it has a session-scoped context.|61e1bf177f9d449c936c04d7da86fffd|
holdingdata|named|HoldingData is annotated with the Named annotation, which allows it to be referenced by name instead of its full class name.|61e1bf177f9d449c936c04d7da86fffd|
holdingdata|serializable|HoldingData implements the Serializable interface, which allows it to be serialized and deserialized across a network.|61e1bf177f9d449c936c04d7da86fffd|
holdingid|integer|The holdingID variable of type Integer is declared in the HoldingData class.|61e1bf177f9d449c936c04d7da86fffd|
quantity|double|The quantity variable of type double is declared in the HoldingData class.|61e1bf177f9d449c936c04d7da86fffd|
purchaseprice|bigdecimal|The purchasePrice variable of type BigDecimal is declared in the HoldingData class.|61e1bf177f9d449c936c04d7da86fffd|
purchasedate|date|The purchaseDate variable of type Date is declared in the HoldingData class.|61e1bf177f9d449c936c04d7da86fffd|
quoteid|string|The quoteID variable of type String is declared in the HoldingData class.|61e1bf177f9d449c936c04d7da86fffd|
price|bigdecimal|The price variable of type BigDecimal is declared in the class that contains the code snippet provided. It's possible that this variable belongs to a different class.|61e1bf177f9d449c936c04d7da86fffd|
basis|bigdecimal|The basis variable of type BigDecimal is declared in the HoldingData class.|61e1bf177f9d449c936c04d7da86fffd|
financialutils|com.ibm.websphere.samples.daytrader.util.financialutils|The FinancialUtils class, which provides financial utilities, is imported into the HoldingData class.|61e1bf177f9d449c936c04d7da86fffd|
purchaseprice|price|The property 'price' represents the current price of the security, while the property 'purchasePrice' represents the price at which it was purchased.|0c2ef20e277b488eac416dce1aeca07a|
purchasedate|holdingid|The 'holdingID' is associated with a specific transaction that occurred on the date specified in 'purchaseDate'.|0c2ef20e277b488eac416dce1aeca07a|
quoteid|price|The price of a security, as represented by the property 'price', is determined based on its unique identifier, which can be found in the 'quoteID'.|0c2ef20e277b488eac416dce1aeca07a|
basis|marketvalue|The market value of a security, as denoted by the property 'marketValue', is calculated based on its acquisition cost, which can be found in the 'basis'.|0c2ef20e277b488eac416dce1aeca07a|
quantity|holdingid|The quantity of a security, as represented by the property 'quantity', is associated with a specific transaction that can be identified by its corresponding 'holdingID'.|0c2ef20e277b488eac416dce1aeca07a|
getgain|gain|is a method in the context class that returns the value of the 'gain' variable.|816dc46befa944a1a767f4868754a9c9|
gainhtml|gain|is a method in the context class that returns an HTML representation of the 'gain' variable using FinancialUtils.printGainHTML().|816dc46befa944a1a767f4868754a9c9|
daytrader7|sample|is a part of the context project name 'daytrader7', which contains samples represented by 'sample'.|816dc46befa944a1a767f4868754a9c9|
jsfloginfilter|filtername|is the name given to this filter in the JavaServer Faces (JSF) framework, used for login authentication.|816dc46befa944a1a767f4868754a9c9|
urlpatterns|*.faces|is a URL pattern that this filter applies to in order to provide login authentication for JSF files with the .faces extension.|816dc46befa944a1a767f4868754a9c9|
loginvalidator|validator|implements the Validator interface, allowing it to be used as a form validation component in JSF.|ccc9ea23a6554650a6b7b193efa7df0f|
loginvalidator|facesvalidator|is an annotation used to register the LoginValidator class as a validator with JSF.|ccc9ea23a6554650a6b7b193efa7df0f|
com.ibm.websphere.samples.daytrader.web.jsf|package|specifies the package in which the LoginValidator class is located, providing context for its usage.|ccc9ea23a6554650a6b7b193efa7df0f|
facescontext|facesmessage|are classes used by the LoginValidator to interact with JSF and provide form validation functionality.|ccc9ea23a6554650a6b7b193efa7df0f|UIComponent
import|javax.faces.*|are import statements used to access the necessary classes for implementing the LoginValidator.|ccc9ea23a6554650a6b7b193efa7df0f|com.ibm.websphere.samples.daytrader.util.*
facesmessage|matcher|are used in regular expressions to validate user input and generate error messages, if necessary.|ccc9ea23a6554650a6b7b193efa7df0f|pattern
loginregex|uid|The regular expression 'loginRegex' contains the pattern 'uid:' to extract usernames starting with 'uid:'. The username should also contain at least one number, as specified in the Java documentation for Pattern.compile().|db19bb7c3bef4a36bfbe11fe43f1412d|
loginvalidator|loginregex|The 'loginRegex' variable is used by the 'LoginValidator' class to validate usernames according to a specific format.|db19bb7c3bef4a36bfbe11fe43f1412d|
loginregex|\d+|Within the 'loginRegex' regular expression, '\d+' represents one or more digits. This is used to ensure that usernames contain at least one number.|db19bb7c3bef4a36bfbe11fe43f1412d|
pattern|loginregex|The 'loginRegex' string is compiled into a pattern object using the Pattern.compile() method, which is stored in the 'pattern' variable for later use by the 'LoginValidator' class.|db19bb7c3bef4a36bfbe11fe43f1412d|
matcher|loginregex|The 'loginRegex' pattern is matched against submitted login names using a Matcher object, which is stored in the 'matcher' variable for later use by the 'LoginValidator' class.|db19bb7c3bef4a36bfbe11fe43f1412d|
marketsummaryjsf|com.ibm.websphere.samples.daytrader.web.jsf.marketsummaryjsf|MarketSummaryJSF is a class within the package com.ibm.websphere.samples.daytrader.web.jsf with the simple name MarketSummaryJSF.|844e985dad254f59a932d9bcd2603c6d|
tradeaction|com.ibm.websphere.samples.daytrader.tradeaction|TradeAction is a class within the package com.ibm.websphere.samples.daytrader with the simple name TradeAction.|844e985dad254f59a932d9bcd2603c6d|
marketsummarydatabean|com.ibm.websphere.samples.daytrader.beans.marketsummarydatabean|MarketSummaryDataBean is a class within the package com.ibm.websphere.samples.daytrader.beans with the simple name MarketSummaryDataBean.|844e985dad254f59a932d9bcd2603c6d|
quotedatabean|com.ibm.websphere.samples.daytrader.entities.quotedatabean|QuoteDataBean is a class within the package com.ibm.websphere.samples.daytrader.entities with the simple name QuoteDataBean.|844e985dad254f59a932d9bcd2603c6d|
financialutils|com.ibm.websphere.samples.daytrader.util.financialutils|FinancialUtils is a class within the package com.ibm.websphere.samples.daytrader.util with the simple name FinancialUtils.|844e985dad254f59a932d9bcd2603c6d|
date|java.util.date|Date is a class within the package java.util with the simple name Date.|844e985dad254f59a932d9bcd2603c6d|
collection|java.util.collection|Collection is an interface within the package java.util with the simple name Collection.|844e985dad254f59a932d9bcd2603c6d|
iterator|java.util.iterator|Iterator is an interface within the package java.util with the simple name Iterator.|844e985dad254f59a932d9bcd2603c6d|
roundingmode|java.math.roundingmode|RoundingMode is a class within the package java.math with the simple name RoundingMode.|844e985dad254f59a932d9bcd2603c6d|
bigdecimal|java.math.bigdecimal|BigDecimal is a class within the package java.math with the simple name BigDecimal.|844e985dad254f59a932d9bcd2603c6d|
com.ibm.websphere.samples.daytrader|com.ibm.websphere.samples.daytrader|com.ibm.websphere.samples.daytrader is a package within the current context.|844e985dad254f59a932d9bcd2603c6d|
settoplosers|loserjsfs|The method setTopLosers takes an argument loserjsfs, which appears to be a variable storing a list of quotes representing losing stocks.|3003019da631482a9565110f4eba57f7|
settsia|tsia|The method setTSIA is used to set the value of a variable tSIA, which may represent a financial ratio such as trailing twelve months earnings per share (TTM EPS).|3003019da631482a9565110f4eba57f7|
gettsia|tsia|The method getTSIA returns the value of a variable tSIA.|3003019da631482a9565110f4eba57f7|
setopentsia|opentsia|The method setOpenTSIA is used to set the value of a variable openTSIA, which may represent the opening price of tSIA.|3003019da631482a9565110f4eba57f7|
getopentsia|opentsia|The method getOpenTSIA returns the value of a variable openTSIA.|3003019da631482a9565110f4eba57f7|
setvolume|volume|The method setVolume is used to set the value of a variable volume, which may represent the total number of shares traded in the stock market during a particular period.|3003019da631482a9565110f4eba57f7|
getvolume|volume|The method getVolume returns the value of a variable volume.|3003019da631482a9565110f4eba57f7|
settopgainers|topgainers|The method setTopGainers takes an argument topGainers, which appears to be an array storing QuoteData objects representing the top performing stocks.|3003019da631482a9565110f4eba57f7|
gettopgainers|topgainers|The method getTopGainers returns the value of a variable topGainers, which appears to be an array storing QuoteData objects representing the top performing stocks.|3003019da631482a9565110f4eba57f7|
settoplosers|toplosers|The method setTopLosers takes an argument topLosers, which appears to be an array storing QuoteData objects representing the bottom performing stocks.|3003019da631482a9565110f4eba57f7|
gettoplosers|toplosers|The method getTopLosers returns the value of a variable topLosers, which appears to be an array storing QuoteData objects representing the bottom performing stocks.|3003019da631482a9565110f4eba57f7|
setsummarydate|summarydate|The method setSummaryDate is used to set the value of a variable summaryDate, which may represent the date of a financial report or statement.|3003019da631482a9565110f4eba57f7|
getsummarydate|summarydate|The method getSummaryDate returns the value of a variable summaryDate, which may represent the date of a financial report or statement.|3003019da631482a9565110f4eba57f7|
setgainpercent|gainpercent|The method setGainPercent is used to set the value of a variable gainPercent, which may represent the percentage increase in stock price or value over a certain period.|3003019da631482a9565110f4eba57f7|
getgainpercent|gainpercent|The method getGainPercent returns the value of a variable gainPercent, which may represent the percentage increase in stock price or value over a certain period.|3003019da631482a9565110f4eba57f7|
getgainpercenthtml|gainpercent|The method getGainPercentHTML is used to format the value of variable gainPercent in HTML format for display purposes.|3003019da631482a9565110f4eba57f7|
gainpercent|financialutils|The method 'printGainPercentHTML' is called from the class 'OrderData', which contains a member variable 'gainPercent'. This member variable is related to the 'FinancialUtils' class as it uses its 'printGainPercentHTML' method to convert the gainPercent value into HTML format.|75682f17d3674a1090348fbc6351e17d|
orderid|orderdata|The variable 'orderID' is a member variable of the class 'OrderData', which is used to store the unique identifier for an order. This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
orderstatus|orderdata|The variable 'orderStatus' is a member variable of the class 'OrderData', which is used to store the current status of an order. This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
opendate|orderdata|The variable 'openDate' is a member variable of the class 'OrderData', which is used to store the date on which an order was opened. This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
completiondate|orderdata|The variable 'completionDate' is a member variable of the class 'OrderData', which is used to store the date on which an order was completed. This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
orderfee|orderdata|The variable 'orderFee' is a member variable of the class 'OrderData', which is used to store the fee charged for an order. This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
ordertype|orderdata|The variable 'orderType' is a member variable of the class 'OrderData', which is used to store the type of order (e.g., buy, sell). This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
quantity|orderdata|The variable 'quantity' is a member variable of the class 'OrderData', which is used to store the number of shares being ordered. This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
symbol|orderdata|The variable 'symbol' is a member variable of the class 'OrderData', which is used to store the stock symbol being traded. This variable is related to the class 'OrderData' itself.|75682f17d3674a1090348fbc6351e17d|
total|orderdata|The variable 'total' is a member variable of the class 'OrderData', which is used to store the total value of an order. This variable is calculated by multiplying the 'price' and 'quantity' variables.|75682f17d3674a1090348fbc6351e17d|
price|total|The variable 'price' is a member variable of the class 'OrderData', which is used to store the price per share being paid for an order. This variable is directly related to the 'total' variable, as it is multiplied by the 'quantity' to calculate the total value of the order.|75682f17d3674a1090348fbc6351e17d|
orderdata|orderid|A unique identifier assigned to each order.|6ce7076145a142bd94ce332d8b906199|
orderdata|completiondate|The date when the order was completed.|6ce7076145a142bd94ce332d8b906199|
orderdata|opendate|The date when the order was placed.|6ce7076145a142bd94ce332d8b906199|
orderdata|orderfee|The fee charged for executing the order.|6ce7076145a142bd94ce332d8b906199|
orderdata|ordertype|The type of order, such as market or limit.|6ce7076145a142bd94ce332d8b906199|
orderdata|quantity|The number of shares being bought or sold.|6ce7076145a142bd94ce332d8b906199|
orderdata|symbol|The stock symbol for the security being traded.|6ce7076145a142bd94ce332d8b906199|
bigdecimal|price|The price at which the security is being traded.|6ce7076145a142bd94ce332d8b906199|
bigdecimal|total|The total cost of the order, calculated by multiplying the price and quantity.|6ce7076145a142bd94ce332d8b906199|
getopendate|opendate|is a method that returns the open date of the object|543d3e468fca49e0b9f7f48c643ca4aa|
setopendate|opendate|sets the value of the open date for the object|543d3e468fca49e0b9f7f48c643ca4aa|
getcompletiondate|completiondate|is a method that returns the completion date of the object|543d3e468fca49e0b9f7f48c643ca4aa|
setcompletiondate|completiondate|sets the value of the completion date for the object|543d3e468fca49e0b9f7f48c643ca4aa|
getorderfee|orderfee|is a method that returns the order fee associated with the object|543d3e468fca49e0b9f7f48c643ca4aa|
setorderfee|orderfee|sets the value of the order fee for the object|543d3e468fca49e0b9f7f48c643ca4aa|
getordertype|ordertype|is a method that returns the type of order associated with the object|543d3e468fca49e0b9f7f48c643ca4aa|
setordertype|ordertype|sets the value of the order type for the object|543d3e468fca49e0b9f7f48c643ca4aa|
getquantity|quantity|is a method that returns the quantity associated with the object|543d3e468fca49e0b9f7f48c643ca4aa|
setquantity|quantity|sets the value of the quantity for the object|543d3e468fca49e0b9f7f48c643ca4aa|
getsymbol|symbol|is a method that returns the symbol associated with the object|543d3e468fca49e0b9f7f48c643ca4aa|
setsymbol|symbol|sets the value of the symbol for the object|543d3e468fca49e0b9f7f48c643ca4aa|
gettotal|total|is a method that returns the total associated with the object|543d3e468fca49e0b9f7f48c643ca4aa|
settotal|total|sets the value of the total for the object|543d3e468fca49e0b9f7f48c643ca4aa|
getprice|price|is a method that returns the price associated with the object|543d3e468fca49e0b9f7f48c643ca4aa|
orderdatajsf|orderdata|this class in the context is named OrderDataJSF and it contains a property called orderdata|f4661e197bf44af9974159c1aa8c6027|
orderdatabean|entities.orderdatabean|the class TradeAction has a dependency on the class OrderDataBean, which is accessed through the package 'entities'|f4661e197bf44af9974159c1aa8c6027|
tradeaction|tradeaction|this variable in the context represents an instance of the class TradeAction|f4661e197bf44af9974159c1aa8c6027|
facesexternalcontext|externalcontext|the variable facesExternalContext is used to access the external context in JavaScript Faces (JSF)|f4661e197bf44af9974159c1aa8c6027|
tradeconfig|tradeconfig|this class in the context represents a configuration for trades|f4661e197bf44af9974159c1aa8c6027|
portfolio|balance|The Portfolio contains the Balance of the user's account.|2f47a99c5b7b42328ba9a396f59d6da1|
portfolio|numberholdings|The Portfolio consists of a number of Holdings as specified by NumberHoldings.|2f47a99c5b7b42328ba9a396f59d6da1|
portfolio|holdingdatas|The Portfolio holds the list of HoldingDataBeans obtained from TradeAction using userID.|2f47a99c5b7b42328ba9a396f59d6da1|
portfolio|tradeconfig|TradeConfig is used to access settings required for performing trades, which are part of the Portfolio.|2f47a99c5b7b42328ba9a396f59d6da1|
holdingdatas|holdingdatabeans|Each Holding in the Portfolio is represented by a HoldingDataBean.|2f47a99c5b7b42328ba9a396f59d6da1|
holdingdatas|openbalance|The OpenBalance of a user's account is maintained by the HoldingDatas in the Portfolio.|2f47a99c5b7b42328ba9a396f59d6da1|
holdingdatas|holdingstotal|The total value of all the Holdings in the Portfolio is represented as HoldingsTotal.|2f47a99c5b7b42328ba9a396f59d6da1|
