node_1|node_2|edge|chunk_id|node_3|node_4|edge_1|edge_2
itemmapdao|string productid|parameter of getItemListByProduct method|11f6aa0e45d24eae9d404179a0d5cc3a||||
itemmapdao|item|returns Item object in getItem method|11f6aa0e45d24eae9d404179a0d5cc3a||||
itemmapdao|list|returns List of Items objects in getItemList and getItemListByProduct methods|11f6aa0e45d24eae9d404179a0d5cc3a||||
com.ibatis.db.dao.basedao|com.ibatis.db.sqlmap.sqlmapclient|is accessed in executeQueryForList and executeQueryForObject methods|11f6aa0e45d24eae9d404179a0d5cc3a||||
item|product|has a Product object as product field|11f6aa0e45d24eae9d404179a0d5cc3a||||
com.ibatis.jpetstore.domain.item|com.ibatis.jpetstore.persistence.dao.map.itemmapdao|is a class used in ItemMapDao for mapping items|11f6aa0e45d24eae9d404179a0d5cc3a||||
com.ibatis.jpetstore.domain.product|com.ibatis.jpetstore.persistence.dao.map.itemmapdao|is a class used in ItemMapDao for mapping products related to items|11f6aa0e45d24eae9d404179a0d5cc3a||||
com.ibatis.db.sqlmap.client|com.ibatis.db.dao.basedao|is extended by BaseDao in order to access SqlMapClient|11f6aa0e45d24eae9d404179a0d5cc3a||||
lineitemmapdao|com.ibatis.jpetstore.persistence.dao.map|is a subclass of|c8775f8cf415479f946037ac4c7c86d4||||
basemapdao|lineitemmapdao|extends|c8775f8cf415479f946037ac4c7c86d4||||
itemdao|lineitemmapdao|has a reference to|c8775f8cf415479f946037ac4c7c86d4||||
daotransaction|insertlineitem|takes a parameter of type|c8775f8cf415479f946037ac4c7c86d4||||
lineitem|insertlineitem|returns void and takes a parameter of type|c8775f8cf415479f946037ac4c7c86d4||||
daotransaction|getlineitemsbyorderid|takes a parameter of type|c8775f8cf415479f946037ac4c7c86d4||||
int|getlineitemsbyorderid|takes a parameter of type|c8775f8cf415479f946037ac4c7c86d4||||
list|getlineitemsbyorderid|returns List and takes a parameter of type|c8775f8cf415479f946037ac4c7c86d4||||
integerkey|list|is a subclass of|c8775f8cf415479f946037ac4c7c86d4||||
lineitem|getlineitemsbyorderid|is contained in|c8775f8cf415479f946037ac4c7c86d4||||
itemdao|getlineitemsbyorderid|is called on|c8775f8cf415479f946037ac4c7c86d4||||
orderdao|com.ibatis.jpetstore.persistence.dao.orderdao|is a type of|8ae371e19b774f2296fab4272adf7a5d||||
basemapdao|com.ibatis.jpetstore.persistence.dao.map.basemapdao|is a type of|8ae371e19b774f2296fab4272adf7a5d||||
ordermapdao|com.ibatis.jpetstore.persistence.dao.map.ordermapdao|is a subclass of|8ae371e19b774f2296fab4272adf7a5d||||
integerkey|java.util.integer|is a type of|8ae371e19b774f2296fab4272adf7a5d||||
stringkey|java.lang.string|is a type of|8ae371e19b774f2296fab4272adf7a5d||||
order|com.ibatis.jpetstore.domain.order|is a subclass of|8ae371e19b774f2296fab4272adf7a5d||||
list|java.util.list|is a supertype of|8ae371e19b774f2296fab4272adf7a5d||||
ordermapdao|com.ibatis.jpetstore.persistence.dao.map.ordermapdao|has method 'getOrder' with parameter type 'DaoTransaction, int' and return type 'Order'|8ae371e19b774f2296fab4272adf7a5d||||
orderdao|com.ibatis.jpetstore.persistence.dao.orderdao|has method 'getOrder' with parameter type 'DaoTransaction, int' and return type 'Order'|8ae371e19b774f2296fab4272adf7a5d||||
ordermapdao|com.ibatis.jpetstore.persistence.dao.map.ordermapdao|has method 'getOrdersByUserId' with parameter type 'DaoTransaction, String' and return type 'List'|8ae371e19b774f2296fab4272adf7a5d||||
orderdao|com.ibatis.jpetstore.persistence.dao.orderdao|has method 'getOrdersByUserId' with parameter type 'DaoTransaction, String' and return type 'List'|8ae371e19b774f2296fab4272adf7a5d||||
ordermapdao|com.ibatis.jpetstore.persistence.dao.map.ordermapdao|has method 'insertOrder' with parameter type 'DaoTransaction, Order' and return type 'void'|8ae371e19b774f2296fab4272adf7a5d||||
basemapdao|com.ibatis.jpetstore.persistence.dao.map.basemapdao|has method 'insertOrder' with parameter type 'DaoTransaction, Order' and return type 'void'|8ae371e19b774f2296fab4272adf7a5d||||
ordermapdao|com.ibatis.jpetstore.persistence.dao.map.ordermapdao|has method 'getNextOrderId' with parameter type 'DaoException' and return type 'int'|8ae371e19b774f2296fab4272adf7a5d||||
basemapdao|com.ibatis.jpetstore.persistence.dao.map.basemapdao|has method 'getNextOrderId' with parameter type 'DaoException' and return type 'int'|8ae371e19b774f2296fab4272adf7a5d||||
integerkey|java.util.integer|is a subtype of|8ae371e19b774f2296fab4272adf7a5d||||
stringkey|java.lang.string|is a subtype of|8ae371e19b774f2296fab4272adf7a5d||||
additemtocartaction|baseaction|is a type of Action in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
doperform|additemtocartaction|is a method of AddItemToCartAction in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
mapping|actionmapping|is assigned to mapping in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
form|actionform|is assigned to form in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
request|httpservletrequest|is assigned to request in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
response|httpservletresponse|is assigned to response in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
cartform|cartform|is assigned to form in the method doPerform of AddItemToCartAction in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
success|boolean|is a variable named success in the method doPerform of AddItemToCartAction in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
itemdao|itemdao|is assigned to itemDao in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
item|item|is assigned to item when retrieving it from itemDao in the method doPerform of AddItemToCartAction in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
daomanager|daomanager|is a static field named daoManager of type DaoManager in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
trans|daotransaction|is assigned to trans when obtaining it from daoManager in the method doPerform of AddItemToCartAction in the context provided.|40941f96a4bf4ec690409fc101e5bb10||||
baseaction|daomanager|is accessed and initialized in the static block of BaseAction class.|459276bf4c854962b36fcea4e62c1730||||
daomanager|resources|Resources are used to obtain configuration properties for DaoManager.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|accountdao|BaseAction's daoManager is used to obtain AccountDao instance.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|categorydao|BaseAction's daoManager is used to obtain CategoryDao instance.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|inventorydao|BaseAction's daoManager is used to obtain InventoryDao instance.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|itemdao|BaseAction's daoManager is used to obtain ItemDao instance.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|lineitemdao|BaseAction's daoManager is used to obtain LineItemDao instance.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|orderdao|BaseAction's daoManager is used to obtain OrderDao instance.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|productdao|BaseAction's daoManager is used to obtain ProductDao instance.|459276bf4c854962b36fcea4e62c1730||||
baseaction.daomanager|signondao|BaseAction's daoManager is used to obtain SignonDao instance.|459276bf4c854962b36fcea4e62c1730||||
editaccountaction|baseaction|is a type of Action in Struts framework|a7b38172cae34bb59098662b1c1cc3b7||||
accountform|actionform|is used to collect and validate user input for an action method|a7b38172cae34bb59098662b1c1cc3b7||||
accountdao|daomanager|is accessed through daoManager in this context|a7b38172cae34bb59098662b1c1cc3b7||||
acctform.getaccount()|accountdao.updateaccount(trans, acctform.getaccount())|updates an account object through accountDao with changes made in acctForm|a7b38172cae34bb59098662b1c1cc3b7||||
productdao|acctform.getaccount().getfavouritecategoryid()|returns a list of products based on the favourite category id of an account object|a7b38172cae34bb59098662b1c1cc3b7||||
signondao|new signon()|updates password for a given user through signonDao|a7b38172cae34bb59098662b1c1cc3b7||||
newaccountaction|com.ibatis.jpetstore.domain.account|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package interacts with the Account domain object from the com.ibatis.jpetstore.domain package to perform account-related operations.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|accountform|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package handles requests for creating new accounts and receives input from an AccountForm object.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|daomanager|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package accesses the DAO (Data Access Object) layer for database operations using a DaoManager object.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|orderdao|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package invokes methods of an OrderDao object to retrieve a list of orders for the currently logged-in user.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|productdao|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package accesses a ProductDao object to retrieve a list of products for the user's favorite category.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|httpservletrequest|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package interacts with a HttpServletRequest object to extract parameters and attributes from HTTP requests.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|httpservletresponse|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package sends response data to an HTTP client using a HttpServletResponse object.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|com.ibatis.db.dao.daotransaction|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package invokes methods of a DaoTransaction object to manage database transactions and handle concurrency issues.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|com.ibatis.db.dao.basedao|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package interacts with a BaseDao superclass for DAO methods related to database operations.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|com.ibatis.db.sqlmap.client.sqlmapclient|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package uses a SqlMapClient object to interact with the iBATIS framework for data access operations.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|org.apache.struts.action.actionform|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package implements the ActionForm interface to handle user input and request data.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|com.ibatis.jpetstore.domain.accountform|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package receives and validates input data from an AccountForm object, which is a subclass of ActionForm.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|com.ibatis.jpetstore.domain.account|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package creates, updates, and deletes accounts using an Account domain object.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|com.ibatis.jpetstore.domain.product|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package accesses product data using a Product domain object.|1f80951c5ba244008d4a7492cd21190b||||
newaccountaction|com.ibatis.jpetstore.domain.productcategory|The NewAccountAction class in the com.ibatis.jpetstore.presentation.action package accesses product category data using a ProductCategory domain object.|1f80951c5ba244008d4a7492cd21190b||||
neworderformaction|orderform|belongsTo|8500435335d24b3789645a00afc9fea8||||
neworderformaction|mapping|isAssociatedWith|8500435335d24b3789645a00afc9fea8||||
orderform|isshippingaddressrequired|hasProperty|8500435335d24b3789645a00afc9fea8||||
mapping|findforward|providesMethod|8500435335d24b3789645a00afc9fea8||||
orderform|getorderid|providesAttribute|8500435335d24b3789645a00afc9fea8||||
lineitemdao|insertlineitem|performsOperation|8500435335d24b3789645a00afc9fea8||||
orderform|getorder|providesAttribute|8500435335d24b3789645a00afc9fea8||||
lineitemdao|getlineitemsbyorderid|performsOperationWithParameter|8500435335d24b3789645a00afc9fea8||||
orderdao|insertorder|performsOperation|8500435335d24b3789645a00afc9fea8||||
inventorydao|updateinventoryquantity|performsOperation|8500435335d24b3789645a00afc9fea8||||
orderform|getorder|providesAttribute|8500435335d24b3789645a00afc9fea8||||
request|getattribute|accessesAttribute|8500435335d24b3789645a00afc9fea8||||
request|setattribute|setsAttribute|8500435335d24b3789645a00afc9fea8||||
trans|commit|executesMethod|8500435335d24b3789645a00afc9fea8||||
trans|release|executesMethod|8500435335d24b3789645a00afc9fea8||||
request|getsession|accessesAttribute|8500435335d24b3789645a00afc9fea8||||
request|setattribute|setsAttribute|8500435335d24b3789645a00afc9fea8||||
daomanager|gettransaction|accessesMethod|8500435335d24b3789645a00afc9fea8||||
neworderformaction|orderdao|NewOrderFormAction invokes OrderDao through daoManager to retrieve an instance of OrderDao for processing orders.|7798b3c3a3a44f6ba1004e240d823ee1||||
neworderformaction|com.ibatis.jpetstore.presentation.form.accountform|NewOrderFormAction retrieves AccountForm from session attribute 'accountForm' to verify user authentication.|7798b3c3a3a44f6ba1004e240d823ee1||||
neworderformaction|com.ibatis.jpetstore.presentation.form.cartform|NewOrderFormAction retrieves CartForm from session attribute 'cartForm' to initialize a new order.|7798b3c3a3a44f6ba1004e240d823ee1||||
removeitemfromcartaction|com.ibatis.jpetstore.domain.product|RemoveItemFromCartAction operates on Product domain objects.|7798b3c3a3a44f6ba1004e240d823ee1||||
searchproductsaction|baseaction|is a type of Action|fcd0233a049e43d8a82ba41dd8be536a||||
removeitemfromcartaction|baseaction|is a type of Action|fcd0233a049e43d8a82ba41dd8be536a||||
item|cartform|is accessed through CartForm|fcd0233a049e43d8a82ba41dd8be536a||||
cartform|httpservletrequest|contains information from HttpServletRequest|fcd0233a049e43d8a82ba41dd8be536a||||
cartitem|cartform|is stored in CartForm|fcd0233a049e43d8a82ba41dd8be536a||||
searchproductsaction|httpservletrequest|accesses information from HttpServletRequest|fcd0233a049e43d8a82ba41dd8be536a||||
string|"request.getparameter(""keyword"")"|is accessed through request.getParameter() in SearchProductsAction|fcd0233a049e43d8a82ba41dd8be536a||||
signonaction|baseaction|SignonAction is a subclass of BaseAction|2581b427ae4343b484f237d4012f89f5||||
accountform|signonaction|SignonAction has a reference to AccountForm|2581b427ae4343b484f237d4012f89f5||||
accountform|username|Username is an attribute of AccountForm|2581b427ae4343b484f237d4012f89f5||||
accountform|password|Password is an attribute of AccountForm|2581b427ae4343b484f237d4012f89f5||||
signondao|daomanager|SignonDao can be accessed through DaoManager|2581b427ae4343b484f237d4012f89f5||||
signon|signondao|getSignon() method of SignonDao returns a Signon object|2581b427ae4343b484f237d4012f89f5||||
accountdao|daomanager|AccountDao can be accessed through DaoManager|2581b427ae4343b484f237d4012f89f5||||
account|accountdao|getAccount() method of AccountDao returns an Account object|2581b427ae4343b484f237d4012f89f5||||
productdao|daomanager|ProductDao can be accessed through DaoManager|2581b427ae4343b484f237d4012f89f5||||
productlist|productdao|getProductListByCategory() method of ProductDao returns a ProductList object|2581b427ae4343b484f237d4012f89f5||||
accountform|account|Signon action sets account to AccountForm after signon|2581b427ae4343b484f237d4012f89f5||||
updatecartquantitiesaction|baseaction|is a type of Action in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
updatecartquantitiesaction|action|is a subclass of ActionForm in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
updatecartquantitiesaction|com.ibatis.jpetstore.presentation.action|belongs to the package com.ibatis.jpetstore.presentation.action in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
cartform|actionform|is a type of ActionForm in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
cartitem|com.ibatis.jpetstore.domain|belongs to the package com.ibatis.jpetstore.domain in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
cartform|updatecartquantitiesaction|is a field of UpdateCartQuantitiesAction in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
itemid|cartitem|is a field of CartItem in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
cartitems|cartform|is an iterator of CartForm in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
request|httpservletrequest|is a parameter passed to UpdateCartQuantitiesAction in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
response|httpservletresponse|is a parameter passed to UpdateCartQuantitiesAction in the given context.|15b654aa9c12435ba4879cfef4ecaa15||||
accountform|baseform|inherits from BaseForm|9e912ee05c624367ab7566313643f57f||||
accountform|com.ibatis.jpetstore.presentation.form.accountform|defining class com.ibatis.jpetstore.presentation.form.AccountForm|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|com.ibatis.jpetstore.domain.|no relation found|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|account|has a property called 'account'|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|list languages|has a list of items called 'languages'|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|list categories|has a list of items called 'categories'|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|string username|has a string property called 'username'|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|string password|has a string property called 'password'|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|string repeatedpassword|has a string property called 'repeatedPassword'|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|list mylist|has a list of items called 'myList'|9e912ee05c624367ab7566313643f57f||||
com.ibatis.jpetstore.presentation.form.accountform|string forwardaction|has a string property called 'forwardAction'|9e912ee05c624367ab7566313643f57f||||
accountform|com.ibatis.jpetstore.presentation.action.|no relation found|9e912ee05c624367ab7566313643f57f||||
accountform|actionmapping mapping|has a property called 'mapping'|9e912ee05c624367ab7566313643f57f||||
accountform|account|is associated with|009b18efe3e34729a0c03342dfe400ff||||
username|accountform|belongs to|009b18efe3e34729a0c03342dfe400ff||||
mylist|accountform|is a property of|009b18efe3e34729a0c03342dfe400ff||||
forwardaction|accountform|is a field in|009b18efe3e34729a0c03342dfe400ff||||
password|accountform|is a field in|009b18efe3e34729a0c03342dfe400ff||||
repeatedpassword|accountform|is a field in|009b18efe3e34729a0c03342dfe400ff||||
languages|accountform|is a list in|009b18efe3e34729a0c03342dfe400ff||||
categories|accountform|is a list in|009b18efe3e34729a0c03342dfe400ff||||
validate|accountform|is a field in|009b18efe3e34729a0c03342dfe400ff||||
validate|validate_edit_account|if statement to check if validate is not null and if VALIDATE_EDIT_ACCOUNT is equal to it|3ebda43775704e379e4792a1639f8e14||||
validate|validate_new_account|if statement to check if validate is not null and if VALIDATE_NEW_ACCOUNT is equal to it|3ebda43775704e379e4792a1639f8e14||||
account.setuserid|getusername|assignment operator used to set user id for the account object using getUsername() method|3ebda43775704e379e4792a1639f8e14||||
account|status|property of account object named status is being set to 'OK'|3ebda43775704e379e4792a1639f8e14||||
password|repeatedpassword|conditional statement checking if password and repeatedPassword are not null, and their equality|3ebda43775704e379e4792a1639f8e14||||
errors|actionform|variable errors is used to store ActionError objects. This variable is an attribute of ActionForm class.|3ebda43775704e379e4792a1639f8e14||||
account.error.userid.required|getusername()|if statement to check if user id for the account object is not empty using getUsername() method|3ebda43775704e379e4792a1639f8e14||||
firstname|account|property of account object named firstName|3ebda43775704e379e4792a1639f8e14||||
lastname|account|property of account object named lastName|3ebda43775704e379e4792a1639f8e14||||
email|account|property of account object named email|3ebda43775704e379e4792a1639f8e14||||
phone|account|property of account object named phone|3ebda43775704e379e4792a1639f8e14||||
address1|account|property of account object named address1|3ebda43775704e379e4792a1639f8e14||||
city|account|property of account object named city|3ebda43775704e379e4792a1639f8e14||||
state|account|property of account object named state|3ebda43775704e379e4792a1639f8e14||||
zip|account|property of account object named zip|3ebda43775704e379e4792a1639f8e14||||
country|account|property of account object named country|3ebda43775704e379e4792a1639f8e14||||
cartform|cart|Belongs to CartForm, initialized with a new Cart object|8a6e788d91ab455cb54bfe1014068f51||||
cartform|workingitemid|Contains a workingItemId property|8a6e788d91ab455cb54bfe1014068f51||||
categoryform|categoryform|Extends BaseForm and implements ActionForm interface|8a6e788d91ab455cb54bfe1014068f51||||
categoryform|categoryid|Contains a categoryId property|8a6e788d91ab455cb54bfe1014068f51||||
categoryform|category|Contains a Category object called category|8a6e788d91ab455cb54bfe1014068f51||||
categoryform|productlist|Contains a List of products called productList|8a6e788d91ab455cb54bfe1014068f51||||
emptyform|emptyform|Extends BaseForm and implements ActionForm interface|8a6e788d91ab455cb54bfe1014068f51||||
item|product|An item belongs to a specific product.|c6c623919f9b43c198dbe70381053415||||
itemform|item|The ItemForm class is used to input information for a specific item.|c6c623919f9b43c198dbe70381053415||||
itemform|product|The Product property of the ItemForm class is used to associate an item with its corresponding product.|c6c623919f9b43c198dbe70381053415||||
baseform|itemform|ItemForm extends BaseForm, which provides a common form structure for all forms in the application.|c6c623919f9b43c198dbe70381053415||||
mastercard|american express|Both MasterCard and American Express are examples of credit cards, which are accepted as payment methods in this context.|3bedde49c5c94de7808dbe0d0fc01729||||
orderform|card_type_list|The class OrderForm contains a list of accepted credit card types, which is initialized with MasterCard and American Express in this specific implementation.|3bedde49c5c94de7808dbe0d0fc01729||||
confirmed|orderform|The boolean variable confirmed is a property of the OrderForm class, which can be set to true or false by the user.|3bedde49c5c94de7808dbe0d0fc01729||||
shippingaddressrequired|orderform|The boolean variable shippingAddressRequired is also a property of the OrderForm class, and it determines whether the user needs to provide a shipping address or not.|3bedde49c5c94de7808dbe0d0fc01729||||
order.getcreditcard()|actionerrors errors|If the credit card field in the order object is empty, an error will be added to the list of action errors during validation.|3bedde49c5c94de7808dbe0d0fc01729||||
order.getexpirydate()|actionerrors errors|The same applies to the expiry date field in the order object.|3bedde49c5c94de7808dbe0d0fc01729||||
order.getcardtype()|actionerrors errors|And also for the type of credit card used (stored in the cardType property of the Order class).|3bedde49c5c94de7808dbe0d0fc01729||||
order.getshiptofirstname()|actionerrors errors|If any of these fields are empty, an error will be added to the list of action errors, indicating that this field is required.|3bedde49c5c94de7808dbe0d0fc01729||||
order.error.shiptofirstname.required|order|The 'order' object contains the required 'shipToFirstName'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.shiptolastname.required|order|The 'order' object contains the required 'shipToLastName'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.shipaddress1.required|order|The 'order' object contains the required 'shipAddress1'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.shipcity.required|order|The 'order' object contains the required 'shipCity'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.shipstate.required|order|The 'order' object contains the required 'shipState'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.shipzip.required|order|The 'order' object contains the required 'shipZip'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.shipcountry.required|order|The 'order' object contains the required 'shipCountry'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.billtofirstname.required|order|The 'order' object contains the required 'billToFirstName'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.billtolastname.required|order|The 'order' object contains the required 'billToLastName'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.billaddress1.required|order|The 'order' object contains the required 'billAddress1'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.billcity.required|order|The 'order' object contains the required 'billCity'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.billstate.required|order|The 'order' object contains the required 'billState'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.billzip.required|order|The 'order' object contains the required 'billZip'|a16a8e1cc6d3495e97b63145d790c1eb||||
order.error.billcountry.required|order|The 'order' object contains the required 'billCountry'|a16a8e1cc6d3495e97b63145d790c1eb||||
order|errors|addErrorIfStringEmpty is a method in the order class that takes errors, a string representing the error message for bill country being required, and the billCountry property of the order object as arguments.|b62cdd7918ac41a294f9a87dd7266075||||
order.getbillcountry()|errors|is passed to the addErrorIfStringEmpty method if the string returned by getBillCountry is empty or null.|b62cdd7918ac41a294f9a87dd7266075||||
productform|baseform|ProductForm extends BaseForm, which suggests that ProductForm inherits some functionality from BaseForm.|b62cdd7918ac41a294f9a87dd7266075||||
productid|productform|is a property of the ProductForm class that can be accessed using getProductId() and setProductId() methods.|b62cdd7918ac41a294f9a87dd7266075||||
product|productform|is a property of the ProductForm class that holds an instance of the Product class, which can be accessed using getProduct() and setProduct() methods.|b62cdd7918ac41a294f9a87dd7266075||||
itemlist|productform|is a property of the ProductForm class that holds a list of items associated with the product being edited, which can be accessed using getItemList() and setItemList() methods.|b62cdd7918ac41a294f9a87dd7266075||||
node_1|node_2|edge|chunk_id
account|userid|String userId; represents the unique identifier for a user in this application's domain.|24481914343a43d99d5ff3c1f46dddea
account|email|String email; holds the registered email address of the user.|24481914343a43d99d5ff3c1f46dddea
account|firstname|String firstName; stores the given name of the user.|24481914343a43d99d5ff3c1f46dddea
account|lastname|String lastName; contains the family name or surname of the user.|24481914343a43d99d5ff3c1f46dddea
account|status|String status; indicates the current state or condition of the user's account in this system.|24481914343a43d99d5ff3c1f46dddea
account|address1|String address1; holds the primary street address or house number of the user's residence.|24481914343a43d99d5ff3c1f46dddea
account|address2|String address2; stores any additional or secondary address information for the user's address.|24481914343a43d99d5ff3c1f46dddea
account|city|String city; denotes the name of the town, city, or village where the user resides.|24481914343a43d99d5ff3c1f46dddea
account|state|String state; specifies the abbreviated or full name of the province, state, or region in which the user's residence is located.|24481914343a43d99d5ff3c1f46dddea
account|zip|String zip; holds the postal code, ZIP code, or pin code of the user's address.|24481914343a43d99d5ff3c1f46dddea
account|country|String country; indicates the name or code for the nation or country in which the user's residence is situated.|24481914343a43d99d5ff3c1f46dddea
account|phone|String phone; saves the user's contact number or telephone number.|24481914343a43d99d5ff3c1f46dddea
account|favouritecategoryid|String favouriteCategoryId; denotes the unique identifier for the preferred product category of the user.|24481914343a43d99d5ff3c1f46dddea
account|languagepreference|String languagePreference; specifies the user's chosen or preferred language for interacting with this application.|24481914343a43d99d5ff3c1f46dddea
account|listoption|boolean listOption; determines whether the user has opted to receive email lists or promotional emails from this system.|24481914343a43d99d5ff3c1f46dddea
account|banneroption|boolean bannerOption; indicates whether the user has selected to view or hide graphical advertisements or banners on this platform.|24481914343a43d99d5ff3c1f46dddea
account|bannername|String bannerName; holds the title, label, or description of a displayed banner or advertisement.|24481914343a43d99d5ff3c1f46dddea
cart|web|is a part of or is related to|accff122f31949ad8ae6446e5b49c737
jpetstore|cart|belongs to|accff122f31949ad8ae6446e5b49c737
com.ibatis.jpetstore.domain|cart|is a class within|accff122f31949ad8ae6446e5b49c737
java|cart|is written in|accff122f31949ad8ae6446e5b49c737
cart|domain|is a type of|accff122f31949ad8ae6446e5b49c737
com.ibatis.jpetstore.domain|cart||accff122f31949ad8ae6446e5b49c737
src|/web/inf/classes/com/ibatis/jpetstore/domain/cart.java|is located in|accff122f31949ad8ae6446e5b49c737
cart|itemmap|is a property of Cart, which is a HashMap called itemMap that contains CartItems as values.|255aefd7ad2a4363a988f11673accf59
itemmap|item|Each key in the itemMap is an Item object, which represents an item in the cart.|255aefd7ad2a4363a988f11673accf59
itemmap|cartitem|The value of each entry in the itemMap is a CartItem object, which contains information about a specific quantity of an Item.|255aefd7ad2a4363a988f11673accf59
cartitem|item|A CartItem object corresponds to a specific Item object and keeps track of its quantity in the cart.|255aefd7ad2a4363a988f11673accf59
itemmap|hashmap|The itemMap property is implemented as a synchronizedMap wrapped around a HashMap for concurrency management.|255aefd7ad2a4363a988f11673accf59
itemmap|collection|The getCartItems() method returns an iterator over the values of the itemMap, which are all CartItem objects.|255aefd7ad2a4363a988f11673accf59
itemmap|iterator|The getNumberOfItems() method returns the size of the itemMap, i.e., the total number of items in the cart.|255aefd7ad2a4363a988f11673accf59
setquantitybyitemid|itemid|is the identifier for a specific product in the cart.|bf395dcae79c4689a27b72bba5f3e378
cartitem|itemmap|is a map that associates item identifiers with their corresponding CartItems.|bf395dcae79c4689a27b72bba5f3e378
getsubtotal|subtotal|calculates the total price of all items in the cart by multiplying their quantities and list prices.|bf395dcae79c4689a27b72bba5f3e378
item|listprice|is the retail price for a specific product.|bf395dcae79c4689a27b72bba5f3e378
cartitem|item|is the product being purchased by the customer.|bf395dcae79c4689a27b72bba5f3e378
