node_1|node_2|edge|chunk_id
extractloggername|getmember|is accessed in extractLoggerName method to obtain the member being injected with the Logger instance produced by LoggerProducer class|b8da156aaa1a4f8caf716d79299c27e8|
cargohandledconsumer|cargoinspectionservice|depends on CargoInspectionService to handle cargo events|b8da156aaa1a4f8caf716d79299c27e8|
messagedriven|jmsexception|is used by MessageDriven annotation to handle JMS exceptions during message consumption|b8da156aaa1a4f8caf716d79299c27e8|
textmessage|messagelistener|extends Message interface and is consumed by MessageListener, which is implemented in CargoHandledConsumer class|b8da156aaa1a4f8caf716d79299c27e8|
level|logger|is used to specify logging levels for Logger instances in LoggerProducer class|b8da156aaa1a4f8caf716d79299c27e8|
cargohandledconsumer|messagelistener|CargoHandledConsumer is a class that implements the MessageListener interface, which allows it to consume JMS messages.|ef658f022c6848e7a9100bdd9cb3df90|
jakarta.jms.queue|destinationtype|The activationConfig property 'destinationType' is set to jakarta.jms.Queue, indicating that the consumer will receive messages from a queue.|ef658f022c6848e7a9100bdd9cb3df90|
java:app/jms/cargohandledqueue|destinationlookup|The activationConfig property 'destinationLookup' is set to java:app/jms/CargoHandledQueue, specifying the destination queue for this consumer.|ef658f022c6848e7a9100bdd9cb3df90|
textmessage|message|The message object in the onMessage() method is of type TextMessage, which contains a text payload.|ef658f022c6848e7a9100bdd9cb3df90|
trackingid|new trackingid(trackingidstring)|The cargo inspection service is called with the tracking ID extracted from the message payload.|ef658f022c6848e7a9100bdd9cb3df90|
cargoinspectionservice|cargoinspectionservice|The cargoInspectionService field is annotated with @Inject, indicating it will be automatically injected by the CDI container.|ef658f022c6848e7a9100bdd9cb3df90|
logger|logger|The Logger field is also annotated with @Inject, allowing us to log messages using Java's built-in logging framework.|ef658f022c6848e7a9100bdd9cb3df90|
deliveredcargoconsumer|logger|The DeliveredCargoConsumer class uses the Logger class to log message delivery information.|d32bf999905f42aaaf1167fd7490f196|
messagelistener|deliveredcargoconsumer|The DeliveredCargoConsumer class implements the MessageListener interface, which allows it to receive and process messages in a message-driven bean.|d32bf999905f42aaaf1167fd7490f196|
jakarta.ejb.messagedriven|deliveredcargoconsumer|The DeliveredCargoConsumer class is annotated with the @MessageDriven annotation, which specifies that it is a message-driven bean.|d32bf999905f42aaaf1167fd7490f196|
jakarta.jms.queue|deliveredcargoconsumer|The DeliveredCargoConsumer class is configured to listen for messages on a JMS queue using the @ActivationConfigProperty annotation.|d32bf999905f42aaaf1167fd7490f196|
java:app/jms/deliveredcargoqueue|deliveredcargoconsumer|The DeliveredCargoConsumer class is configured to listen for messages on the 'DeliveredCargoQueue' queue using the @ActivationConfigProperty annotation.|d32bf999905f42aaaf1167fd7490f196|
handlingeventregistrationattemptconsumer|objectmessage|The HandlingEventRegistrationAttemptConsumer class receives handling event registration attempts in the form of ObjectMessages.|d32bf999905f42aaaf1167fd7490f196|
jakarta.ejb.messagedriven|handlingeventregistrationattemptconsumer|The HandlingEventRegistrationAttemptConsumer class is annotated with the @MessageDriven annotation, which specifies that it is a message-driven bean.|d32bf999905f42aaaf1167fd7490f196|
jakarta.jms.queue|handlingeventregistrationattemptconsumer|The HandlingEventRegistrationAttemptConsumer class is configured to listen for messages on a JMS queue using the @ActivationConfigProperty annotation.|d32bf999905f42aaaf1167fd7490f196|
java:app/jms/handlingeventregistrationqueue|handlingeventregistrationattemptconsumer|The HandlingEventRegistrationAttemptConsumer class is configured to listen for messages on the 'HandlingEventRegistrationQueue' queue using the @ActivationConfigProperty annotation.|d32bf999905f42aaaf1167fd7490f196|
handlingeventservice|handlingeventregistrationattemptconsumer|The HandlingEventRegistrationAttemptConsumer class uses the HandlingEventService to process handling event registration attempts.|d32bf999905f42aaaf1167fd7490f196|
cannotcreatehandlingeventexception|handlingeventservice|The HandlingEventService can throw a CannotCreateHandlingEventException when trying to create a new handling event.|d32bf999905f42aaaf1167fd7490f196|
handlingeventregistrationattemptconsumer|messagelistener|implements|3bc4986b9c874e38ad4c5a26ac660f40|
handlingeventservice|handlingeventservice|assignment|3bc4986b9c874e38ad4c5a26ac660f40|
objectmessage|message|variable|3bc4986b9c874e38ad4c5a26ac660f40|
handlingeventregistrationattempt|attempt|variable|3bc4986b9c874e38ad4c5a26ac660f40|
jmsapplicationevents|jmsapplicationevents.java|sourceFile|3bc4986b9c874e38ad4c5a26ac660f40|
org|cargotracker|package|3bc4986b9c874e38ad4c5a26ac660f40|
import||keyword|3bc4986b9c874e38ad4c5a26ac660f40|
org.eclipse.cargotracker.domain.model.handling|cannotcreatehandlingeventexception|import|3bc4986b9c874e38ad4c5a26ac660f40|
org.eclipse.cargotracker.interfaces.handling|handlingeventregistrationattempt|import|3bc4986b9c874e38ad4c5a26ac660f40|
activationconfigproperty||keyword|3bc4986b9c874e38ad4c5a26ac660f40|
@messagedriven||annotation|3bc4986b9c874e38ad4c5a26ac660f40|
@activationconfigproperty||annotation|3bc4986b9c874e38ad4c5a26ac660f40|
jmsapplicationevents|applicationevents|JmsApplicationEvents is an implementation of the ApplicationEvents interface, which allows event publishing and subscribing in the CargoTracker application. This interface handles events related to cargo handling, delivery, and misdirection.|a5fca5d8cd354dedb641070cea540c1b|
jmscontext|jmscontext|JMSContext is a resource provided by the Java Message Service (JMS) API that provides access to JMS resources such as connections, sessions, and message producers and consumers. It allows sending and receiving messages using various messaging models like point-to-point or publish-subscribe.|a5fca5d8cd354dedb641070cea540c1b|
destination|cargohandledqueue|A Destination is a named entity that specifies the location where messages are sent or received using the JMS messaging model. In this context, cargoHandledQueue is a specific destination used to send messages related to cargo handling.|a5fca5d8cd354dedb641070cea540c1b|
destination|misdirectedcargoqueue|Similar to cargoHandledQueue, misdirectedCargoQueue is a specific destination used to send messages related to misdirected cargos.|a5fca5d8cd354dedb641070cea540c1b|
destination|deliveredcargoqueue|Similar to cargoHandledQueue and misdirectedCargoQueue, deliveredCargoQueue is a specific destination used to send messages related to delivered cargos.|a5fca5d8cd354dedb641070cea540c1b|
destination|handlingeventregistrationattemptqueue|This queue is used for registering handling event registration attempts, which allows entities to register for handling events. This helps in tracking the history of handling events.|a5fca5d8cd354dedb641070cea540c1b|
cargo|cargohandledqueue|Cargos are handled during cargo transportation, which can result in them being handled, misdirected, or delivered. Cargos sent to the cargoHandledQueue represent cargo handling events.|a5fca5d8cd354dedb641070cea540c1b|
handlingeventregistrationattempt|handlingeventregistrationattemptqueue|HandlingEventRegistrationAttempt is an interface provided by CargoTracker that allows entities to register for handling events. The messages sent to the handlingEventRegistrationAttemptQueue represent registration attempts.|a5fca5d8cd354dedb641070cea540c1b|
receivedhandlingeventregistrationattempt|handlingeventqueue|The method receivedHandlingEventRegistrationAttempt is called to send a HandlingEventRegistrationAttempt object to the handlingEventQueue using a JMS producer.|87e886e108be48fba4111d92f19c0000|
logger|cargo|In the cargoWasHandled method, the logger is used to log information about the handled cargo.|87e886e108be48fba4111d92f19c0000|
cargo|handlingeventqueue|The handled cargo's trackingId is sent to the handlingEventQueue using a JMS producer in the cargoWasHandled method.|87e886e108be48fba4111d92f19c0000|
cargo|misdirectedcargoqueue|The misdirected cargo's trackingId is sent to the misdirectedCargoQueue using a JMS producer in the cargoWasMisdirected method.|87e886e108be48fba4111d92f19c0000|
logger|cargo|In the cargoWasMisdirected method, the logger is used to log information about the misdirected cargo.|87e886e108be48fba4111d92f19c0000|
jmscontext|handlingeventqueue|The handlingEventRegistrationAttempt object is sent to the handlingEventQueue using a JMS producer in the receivedHandlingEventRegistrationAttempt method.|87e886e108be48fba4111d92f19c0000|
logger|cargo|In the cargoHasArrived method, the logger is used to log information about the arrived cargo.|87e886e108be48fba4111d92f19c0000|
jmscontext|deliveredcargoqueue|The arrived cargo's trackingId is sent to the deliveredCargoQueue using a JMS producer in the cargoHasArrived method.|87e886e108be48fba4111d92f19c0000|
misdirectedcargoconsumer|misdirectedcargoqueue|The MisdirectedCargoConsumer listens to messages from the MisdirectedCargoQueue.|79f593e988974884b4584e0eb74e290f|
rejectedregistrationattemptsconsumer|jms/rejectedregistrationattemptsqueue|The RejectedRegistrationAttemptsConsumer listens to messages from the jms/RejectedRegistrationAttemptsQueue.|79f593e988974884b4584e0eb74e290f|
misdirectedcargoconsumer|message|The MisdirectedCargoConsumer receives a Message with a tracking ID from the MisdirectedCargoQueue.|79f593e988974884b4584e0eb74e290f|
logger|level.info|The Logger is used to log messages at Level.INFO in the MisdirectedCargoConsumer.|79f593e988974884b4584e0eb74e290f|
messagelistener|misdirectedcargoconsumer|The MisdirectedCargoConsumer implements the MessageListener interface.|79f593e988974884b4584e0eb74e290f|
logger|level.warning|The Logger is used to log messages at Level.WARNING in the RejectedRegistrationAttemptsConsumer when processing a message fails.|79f593e988974884b4584e0eb74e290f|
messagedriven|misdirectedcargoconsumer|The MisdirectedCargoConsumer is annotated with the @MessageDriven annotation to define a message-driven bean.|79f593e988974884b4584e0eb74e290f|
activationconfigproperty|destinationlookup|The @ActivationConfigProperty annotation is used to specify the destinationLookup property for the MisdirectedCargoConsumer.|79f593e988974884b4584e0eb74e290f|
activationconfigproperty|destinationtype|The @ActivationConfigProperty annotation is used to specify the destinationType property for the MisdirectedCargoConsumer.|79f593e988974884b4584e0eb74e290f|
jakarta.ejb|messagedriven|The MessageDriven interface is defined in the jakarta.ejb package.|79f593e988974884b4584e0eb74e290f|
logger|level|The Level and Logger classes are used for logging in Java.|79f593e988974884b4584e0eb74e290f|
cargoupdated|cargo|The CargoUpdated event is fired asynchronously when a cargo is stored, and the cargo is passed as an argument to this event.|c4125bbff5364d45b0a785df3b640d8c|
jpacargorepository|entitymanager|The JpaCargoRepository class has a field named entityManager of type EntityManager, which is used to interact with the database and retrieve or store cargo objects.|c4125bbff5364d45b0a785df3b640d8c|
entitymanager|namedquery|The EntityManager object provides access to named queries, such as 'Cargo.findByTrackingId' and 'Cargo.findAll', which can be used to efficiently retrieve cargo objects based on specific criteria.|c4125bbff5364d45b0a785df3b640d8c|
namedquery|cargo|The named queries 'Cargo.findByTrackingId' and 'Cargo.findAll' are defined to retrieve cargo objects based on their tracking ID or all cargo objects, respectively.|c4125bbff5364d45b0a785df3b640d8c|
legs|cargo|Each cargo object has a list of legs, which represent the different stages and transportation modes that the cargo goes through during its journey.|c4125bbff5364d45b0a785df3b640d8c|
legs|entitymanager|The Legs class is persisted using the EntityManager object to save them into the database.|c4125bbff5364d45b0a785df3b640d8c|
trackingid|cargo|Each cargo object has a unique tracking ID that can be used to identify and retrieve it from the database or other systems.|c4125bbff5364d45b0a785df3b640d8c|
logger|jpacargorepository|The Logger class is used within the JpaCargoRepository class to log informational messages about certain events, such as finding a non-existent cargo tracking ID.|c4125bbff5364d45b0a785df3b640d8c|
handlingeventrepository|jpahandlingeventrepository|is a specific implementation of HandlingEventRepository using Java Persistence API (JPA) for handling events in CargoTracker.|4017dba3c2f646b5a0d39767de87cfdc|
handlingeventrepository|handlingevent|is an interface for storing and retrieving handling events in CargoTracker. JpaHandlingEventRepository implements this interface using JPA.|4017dba3c2f646b5a0d39767de87cfdc|
trackingid|cargo|is a unique identifier for a specific cargo being tracked in CargoTracker. It is passed to the nextTrackingId() method of this class to generate new tracking IDs.|4017dba3c2f646b5a0d39767de87cfdc|
jpahandlingeventrepository|entitymanager|is a managed persistent context provided by JPA for interacting with persistent objects, including HandlingEvents and TrackingIDs in this class.|4017dba3c2f646b5a0d39767de87cfdc|
jpahandlingeventrepository|persistencecontext|is an annotation used by CDI to inject the EntityManager into managed beans, such as JpaHandlingEventRepository in this class.|4017dba3c2f646b5a0d39767de87cfdc|
handlinghistory|handlingevent|is a collection of handling events associated with a specific cargo, retrieved using the findByTrackingId() method of JpaHandlingEventRepository in this class.|4017dba3c2f646b5a0d39767de87cfdc|
cargoupdated.fireasync(cargo);|store(handlingevent event)|is a method for storing new handling events associated with a specific cargo using the EntityManager in JpaHandlingEventRepository in this class.|4017dba3c2f646b5a0d39767de87cfdc|
trackingid|uuid.randomuuid().tostring().touppercase();|is a method for generating new unique tracking IDs based on UUIDs, which are then truncated using the substring() method in this class.|4017dba3c2f646b5a0d39767de87cfdc|
jpalocationrepository|locationrepository|inherits from|f70b73f1981047f994300c1e3a5a0155|
jpalocationrepository|serializable|implements|f70b73f1981047f994300c1e3a5a0155|
entitymanager|entitymanager|member variable|f70b73f1981047f994300c1e3a5a0155|
location|location|class name|f70b73f1981047f994300c1e3a5a0155|
locationrepository|locationrepository|interface name|f70b73f1981047f994300c1e3a5a0155|
unlocode|unlocode|member variable|f70b73f1981047f994300c1e3a5a0155|
location|location|member variable|f70b73f1981047f994300c1e3a5a0155|
namedquery|createnamedquery|method name|f70b73f1981047f994300c1e3a5a0155|
entitymanager|createnamedquery|member function|f70b73f1981047f994300c1e3a5a0155|
location|findbyunlocode|static method name|f70b73f1981047f994300c1e3a5a0155|
locationrepository|jpalocationrepository|class implements interface|f70b73f1981047f994300c1e3a5a0155|
jpavoyagerepository|applicationscoped|implements the ApplicationScoped interface, which is a context qualifier that specifies that an object should be visible to all clients and components in an application.|4e02dcd3ebee4c12bac56caa7f7033e9|
voyagerepository|serializable|implements the Serializable interface, which is used for converting Java objects into a binary representation that can be transmitted over a network or stored in a file.|4e02dcd3ebee4c12bac56caa7f7033e9|
entitymanager|persistencecontext|the @PersistenceContext annotation is used to obtain the EntityManager from the PersistenceContext, which is responsible for managing persistent entities within the scope of a persistence unit.|4e02dcd3ebee4c12bac56caa7f7033e9|
voyagenumber|voyage|the VoyageNumber class represents a unique identifier for a voyage, and the Voyage class represents a persistent entity that contains the details of the voyage. The 'find' method in the JpaVoyageRepository interface is used to retrieve a specific Voyage instance based on its VoyageNumber.|4e02dcd3ebee4c12bac56caa7f7033e9|
externalroutingservice|stateless|the @Stateless annotation is used to define the business logic for the ExternalRoutingService class, which is stateless and can be invoked from multiple threads concurrently.|4e02dcd3ebee4c12bac56caa7f7033e9|
clientbuilder|webtarget|the ClientBuilder class provides a fluent API for creating HTTP clients, while the WebTarget class is used to create a specific resource or service target for making requests.|4e02dcd3ebee4c12bac56caa7f7033e9|
externalroutingservice|stateless|is a type of class in Jakarta EE (formerly known as Java EE) that is designed to have state less operations and methods, making it more suitable for multi-threaded environments.|da5c5844f7c24b2db1b8a1b38530a981|
externalroutingservice|graphtraversalurl|is an environment resource injection mechanism used to retrieve configuration properties in Jakarta EE applications. It is a centralized way of managing configuration data, making it easier to manage and maintain.|da5c5844f7c24b2db1b8a1b38530a981|
externalroutingservice|graphtraversalresource|is a reference to a specific URL or endpoint in the RESTful web service client, which is used for sending HTTP requests to the server and receiving HTTP responses from it. It simplifies the process of making repeated requests to the same endpoint.|da5c5844f7c24b2db1b8a1b38530a981|
locationrepository|location|is a domain model entity that represents a place or geographic point, which can be associated with various properties such as name, address, and coordinates. The LocationRepository is used to interact with this entity and retrieve related information.|da5c5844f7c24b2db1b8a1b38530a981|
locationrepository|unlocode|is a globally unique identifier assigned to locations by the International Maritime Organization (IMO), used for identifying cargo shipments and containers. The LocationRepository can provide access to these identifiers through this entity.|da5c5844f7c24b2db1b8a1b38530a981|
voyagerepository|voyagenumber|is a unique identifier assigned to each voyage, which is used for tracking the shipment of cargo. The VoyageRepository provides access to this entity and related information.|da5c5844f7c24b2db1b8a1b38530a981|
routingservice|locationrepository|is a collaborative dependency between this service and the LocationRepository, which is used for obtaining location-related information during routing operations.|da5c5844f7c24b2db1b8a1b38530a981|
routingservice|voyagerepository|is another collaborative dependency between this service and the VoyageRepository, used for accessing voyage-specific data during routing operations.|da5c5844f7c24b2db1b8a1b38530a981|
fetchroutesforspecification|routespecification|method used to retrieve routes based on a specification|ebc9156acc15442ea6a4cf6ac57532ae|
origin|locationrepository|repository used to access origin location information|ebc9156acc15442ea6a4cf6ac57532ae|
destination|locationrepository|repository used to access destination location information|ebc9156acc15442ea6a4cf6ac57532ae|
graphtraversalresource|clientbuilder|library used for graph traversals|ebc9156acc15442ea6a4cf6ac57532ae|
origin|destination|points of departure and arrival for the route|ebc9156acc15442ea6a4cf6ac57532ae|
routespecification|locationrepository|repository used to access location information during validation of RouteSpecification against retrieved itineraries|ebc9156acc15442ea6a4cf6ac57532ae|
locationrepository|voyagerepository|association between location and voyage information|ebc9156acc15442ea6a4cf6ac57532ae|
transitpath|itinerary|conversion between external API's response format and application's domain model|ebc9156acc15442ea6a4cf6ac57532ae|
location|coordinatesfactory|The Location class is used to represent locations in the context, while CoordinatesFactory is a factory that produces coordinates for those locations.|2cb0fb6798cd4f5190a3597699a74c8a|
location|unlocode|Each Location object has an associated UnLocode code, which is used to identify the location in various contexts.|2cb0fb6798cd4f5190a3597699a74c8a|
location|dallas|The DALLAS constant represents a specific Location object, which can be referenced by name in the code.|2cb0fb6798cd4f5190a3597699a74c8a|
location|gothenburg|Similarly, GOTHENBURG and other constants represent specific Location objects.|2cb0fb6798cd4f5190a3597699a74c8a|
location|hamburg||2cb0fb6798cd4f5190a3597699a74c8a|
location|hangzou||2cb0fb6798cd4f5190a3597699a74c8a|
location|helsinki||2cb0fb6798cd4f5190a3597699a74c8a|
location|hongkong||2cb0fb6798cd4f5190a3597699a74c8a|
location|melbourne||2cb0fb6798cd4f5190a3597699a74c8a|
location|newyork||2cb0fb6798cd4f5190a3597699a74c8a|
location|rotterdam||2cb0fb6798cd4f5190a3597699a74c8a|
location|shanghai||2cb0fb6798cd4f5190a3597699a74c8a|
location|stockholm||2cb0fb6798cd4f5190a3597699a74c8a|
location|tokyo||2cb0fb6798cd4f5190a3597699a74c8a|
coordinates_map|map|COORDINATES_MAP is a Map containing the COORDINATES for different locations represented by UNLocode.|cc9675860e3b47fba43955c581caa604|
find|coordinates_map|The find() method returns the COORDINATES corresponding to a given LOCATION or UNLocode from the COORDINATES_MAP.|cc9675860e3b47fba43955c581caa604|
location|find|A Location can be identified by its UNLocode and the find() method is used to retrieve its corresponding COORDINATES from the COORDINATES_MAP.|cc9675860e3b47fba43955c581caa604|
unlocode|find|A UnLocode is a unique identifier assigned to different locations and the find() method can be used to retrieve its corresponding COORDINATES from the COORDINATES_MAP.|cc9675860e3b47fba43955c581caa604|
string|find|A String containing the UNLocode is passed as an argument to the find() method to retrieve its corresponding COORDINATES from the COORDINATES_MAP.|cc9675860e3b47fba43955c581caa604|
node_1|node_2|edge|chunk_id|node_3|node_4|edge_1
find|coordinates_map|is a method in the given class which returns a Coordinates object corresponding to the UnLocode provided.|0f3d227cb6b74a6a93e4b37a49da50c8|||
map|coordinates_map|COORDINATES_MAP is a variable of type Map, which contains Coordinates objects for various UnLocodes.|0f3d227cb6b74a6a93e4b37a49da50c8|||
string|unlocode|is a parameter passed to the find method, which identifies a specific location.|0f3d227cb6b74a6a93e4b37a49da50c8|||
coordinates|return value of find method|is the object returned by the find method for a given UnLocode.|0f3d227cb6b74a6a93e4b37a49da50c8|||
static|class initialization block|is used to initialize the COORDINATES_MAP variable in the static context.|0f3d227cb6b74a6a93e4b37a49da50c8|||
hashmap|map|map is a variable of type HashMap which is used to store Coordinates objects for different UnLocodes.|0f3d227cb6b74a6a93e4b37a49da50c8|||
getunlocode|hongkong|is a method in an inner class called 'Location' which returns the UnLocode string for that location.|0f3d227cb6b74a6a93e4b37a49da50c8|||
latitude|new coordinates(22, 114)|is a constructor call to create a Coordinates object with latitude and longitude values corresponding to Hong Kong.|0f3d227cb6b74a6a93e4b37a49da50c8|||
longitude|new coordinates(22, 114)|is also a constructor call to create a Coordinates object with latitude and longitude values corresponding to Hong Kong.|0f3d227cb6b74a6a93e4b37a49da50c8|||
coordinates|new coordinates(...)|is a constructor call to create a new instance of the Coordinates class.|0f3d227cb6b74a6a93e4b37a49da50c8|||
double|latitude|is a variable within the Coordinates class which stores latitudinal coordinates.|0f3d227cb6b74a6a93e4b37a49da50c8|||
double|longitude|is another variable within the Coordinates class which stores longitudinal coordinates.|0f3d227cb6b74a6a93e4b37a49da50c8|||
bookingservicefacade|facade|interface for shielding the domain layer from UI and remote communication concerns|751e04e9787643f986827b4f675b1939|||
facesconfiguration|jakarta faces configuration|class for configuring Jakarta Faces components and behavior|751e04e9787643f986827b4f675b1939|||
localdate|java.time.localdate|Java class for representing a date without time or time zone information|751e04e9787643f986827b4f675b1939|||
string|java.lang.string|Java class for representing character sequences|751e04e9787643f986827b4f675b1939|||
list|java.util.list|Java interface for a collection that can contain duplicates|751e04e9787643f986827b4f675b1939|||
location|dto.location|data transfer object (DTO) class for representing geographical locations|751e04e9787643f986827b4f675b1939|||
cargostatus|dto.cargostatus|DTO class for representing the status of a cargo|751e04e9787643f986827b4f675b1939|||
routecandidate|dto.routecandidate|DTO class for representing possible routes for a cargo|751e04e9787643f986827b4f675b1939|||
cargoroute|dto.cargoroute|DTO class for representing the complete route taken by a cargo|751e04e9787643f986827b4f675b1939|||
cargoroute|location|Origin of the cargo is a Location specified in CargoRoute class.|7608462d8ac24511b31c802f517b0a8e|||
cargoroute|finaldestination|Final destination of the cargo is a FinalDestination specified in CargoRoute class.|7608462d8ac24511b31c802f517b0a8e|||
cargoroute|list<leg>|CargoRoute contains a list of Legs representing the route taken by the cargo.|7608462d8ac24511b31c802f517b0a8e|||
location|finaldestination|A FinalDestination is a specific type of Location where the cargo will be delivered.|7608462d8ac24511b31c802f517b0a8e|||
list<routecandidate>|list<location>|The method requestPossibleRoutesForCargo() returns a list of RouteCandidates which contain a list of possible Locations for the cargo to be transported.|7608462d8ac24511b31c802f517b0a8e|||
string|localdate|The method changeDeadline() accepts a tracking ID and an arrival Deadline (represented by a LocalDate object).|7608462d8ac24511b31c802f517b0a8e|||
string|list<string>|The methods listAllTrackingIds() and listAllCargos() return lists of tracking IDs and cargo routes respectively.|7608462d8ac24511b31c802f517b0a8e|||
trackingid|string|"The variable ""trackingId"" is assigned a value of type ""String"""|bd6029dc35c24892a659ee8aa522878d|||
origin|location|"The variable ""origin"" is assigned a value of type ""Location"""|bd6029dc35c24892a659ee8aa522878d|||
finaldestination|location|"The variable ""finalDestination"" is assigned a value of type ""Location"""|bd6029dc35c24892a659ee8aa522878d|||
arrivaldeadline|string|"The variable ""arrivalDeadline"" is assigned a value of type ""String"""|bd6029dc35c24892a659ee8aa522878d|||
misrouted|boolean|"The variable ""misrouted"" is assigned a boolean value"|bd6029dc35c24892a659ee8aa522878d|||
claimed|boolean|"The variable ""claimed"" is assigned a boolean value"|bd6029dc35c24892a659ee8aa522878d|||
lastknownlocation|location|"The variable ""lastKnownLocation"" is assigned a value of type ""Location"""|bd6029dc35c24892a659ee8aa522878d|||
cargostatus|trackingid|CargoStatus object contains the trackingId as one of its attributes|bd3e82dc11104490b3aa1a2abacfa503|||
cargostatus|destination|CargoStatus object contains the destination as one of its attributes|bd3e82dc11104490b3aa1a2abacfa503|||
cargostatus|statustext|CargoStatus object contains the statusText as one of its attributes|bd3e82dc11104490b3aa1a2abacfa503|||
cargostatus|misdirected|CargoStatus object contains a boolean flag called misdirected to indicate whether cargo is misdirected or not|bd3e82dc11104490b3aa1a2abacfa503|||
cargostatus|eta|CargoStatus object contains the eta (expected time of arrival) as one of its attributes|bd3e82dc11104490b3aa1a2abacfa503|||
cargostatus|nextexpectedactivity|CargoStatus object contains a string called nextExpectedActivity that indicates the next expected activity for cargo|bd3e82dc11104490b3aa1a2abacfa503|||
cargostatus|handlingevents|CargoStatus object also contains a list of TrackingEvents called handlingEvents, which contain details about the various handling events occurred during the journey|bd3e82dc11104490b3aa1a2abacfa503|||
trackingevents|handlingevents|Each CargoStatus object contains a list of TrackingEvents called handlingEvents, which are the individual handling events that occurred during the journey of cargo|bd3e82dc11104490b3aa1a2abacfa503|||
trackingevents|eventcode|Each TrackingEvent object contains an eventCode as one of its attributes, which is a unique code assigned to that specific handling event|bd3e82dc11104490b3aa1a2abacfa503|||
trackingevents|eventdate|Each TrackingEvent object also contains the date and time when the handling event occurred as an attribute called eventDate|bd3e82dc11104490b3aa1a2abacfa503|||
trackingevents|eventlocation|Each TrackingEvent object also contains the location where the handling event occurred, which is stored in a string variable called eventLocation|bd3e82dc11104490b3aa1a2abacfa503|||
routecandidate|legs|RouteCandidate contains a list of Leg objects|8173343fb0cb44fe8479ac4f14090642|||
leg|name|Each Leg object has a name attribute|8173343fb0cb44fe8479ac4f14090642|||
leg|unlocode|Some Leg objects also have an unLocode attribute, as seen in the first code snippet|8173343fb0cb44fe8479ac4f14090642|||
routecandidate|trackingevents|A RouteCandidate object is associated with a list of TrackingEvents objects, as described in the third code snippet|8173343fb0cb44fe8479ac4f14090642|||
defaultbookingservicefacade|bookingservicefacade|is a type of facade that provides default implementation for BookingService interface.|dde9fa5b414e48a993f25b666b736389|||
bookingservicefacade|bookingservice|has an instance of BookingService interface for handling booking related operations.|dde9fa5b414e48a993f25b666b736389|||
bookingservicefacade|cargorepository|depends on CargoRepository to access cargo-related data.|dde9fa5b414e48a993f25b666b736389|||
cargorepository|cargo|manages Cargo entities and their attributes such as description, trackingId, itinerary, etc.|dde9fa5b414e48a993f25b666b736389|||
cargo|trackingid|has a unique identifier called TrackingId for identifying the cargo during transportation.|dde9fa5b414e48a993f25b666b736389|||
cargo|itinerary|follows an itinerary represented as a list of locations and their sequences where cargo is transported from one location to another.|dde9fa5b414e48a993f25b666b736389|||
cargo|handlingeventrepository|stores the details of handling events such as loading, unloading, etc. That occurred with the cargo during its transportation.|dde9fa5b414e48a993f25b666b736389|||
handlingeventrepository|handlingevent|maintains HandlingEvent entities that contain information about the handling events such as description, location, etc.|dde9fa5b414e48a993f25b666b736389|||
locationrepository|location|stores Location entities and their attributes such as name, address, unLocode, etc.|dde9fa5b414e48a993f25b666b736389|||
unlocode|location|is used as an identifier for a specific location. Each location has a unique UnLocode associated with it.|dde9fa5b414e48a993f25b666b736389|||
voyagerepository|voyage|manages Voyage entities and their attributes such as name, voyageId, etc.|dde9fa5b414e48a993f25b666b736389|||
bookingservicefacade|cargoroute|provides a high-level view of the route taken by a cargo from its origin to destination based on the itinerary and location information.|dde9fa5b414e48a993f25b666b736389|||
bookingservicefacade|localdate|allows specifying the date of booking or shipment using LocalDate class.|dde9fa5b414e48a993f25b666b736389|||
bookingservicefacade|defaultbookingservicefacade|subclass relationship|b95dd0f3469f4745a995564cb004ae0e|||
org.eclipse.cargotracker.interfaces.booking.facade.dto.location|list<org.eclipse.cargotracker.interfaces.booking.facade.dto.location>|method listShippingLocations() returns a List of Location objects|b95dd0f3469f4745a995564cb004ae0e|||
bookingservice|defaultbookingservicefacade|implementation relationship|b95dd0f3469f4745a995564cb004ae0e|||
locationrepository|locationrepository|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
cargorepository|cargorepository|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
voyagerepository|voyagerepository|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
handlingeventrepository|handlingeventrepository|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
cargoroutedtoassembler|cargoroutedtoassembler|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
cargostatusdtoassembler|cargostatusdtoassembler|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
itinerarycandidatedtoassembler|itinerarycandidatedtoassembler|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
locationdtoassembler|locationdtoassembler|field injection relationship|b95dd0f3469f4745a995564cb004ae0e|||
listallcargos|cargorepository|method 'listAllCargos' is called on the CargoTrackerController class to retrieve a list of all cargo objects from the repository|def9d6713d1440c7bcab3784ab258bde|||
listallcargos|cargos|list 'cargos' is assigned the result of the method 'findAll' called on the CargoRepository interface|def9d6713d1440c7bcab3784ab258bde|||
routes|cargos|list 'routes' is assigned the result of mapping each cargo object in 'cargos' to a DTO using the 'CargoRouteDtoAssembler' class|def9d6713d1440c7bcab3784ab258bde|||
