node_1|node_2|edge|chunk_id
post|format|can take one of the following integer values: PostFormat.HTML (1) or PostFormat.TEXT (0), representing the format of the post content.|2e18153949f4432c9a55c6260c4d350f
post|status|can take one of the following integer values: PostStatus.DRAFT (-1) or PostStatus.PUBLISHED (0), representing the status of the post.|2e18153949f4432c9a55c6260c4d350f
post|type|can take one of the following integer values: PostType.PAGE (-1) or PostType.POST (0), representing the type of the post.|2e18153949f4432c9a55c6260c4d350f
postform|dtoutil|is a type of class used for data transfer in web applications. Both classes are used to facilitate data transfer between client and server-side applications.|cc898eae77fd4750860593fb30d58727
modelmapper|postform|ModelMapper is a utility class used to map objects from one form to another. PostForm can be mapped to other classes using ModelMapper.|cc898eae77fd4750860593fb30d58727
modelmapper|dtoutil|ModelMapper is also used in DTOUtil, which further emphasizes the use of ModelMapper for object mapping.|cc898eae77fd4750860593fb30d58727
poststatus|postform|PostStatus is a nested class inside PostForm. It can be considered as a property or attribute of PostForm.|cc898eae77fd4750860593fb30d58727
posttype|postform|Similar to PostStatus, PostType is another nested class of PostForm.|cc898eae77fd4750860593fb30d58727
markdown|html|processes a string using MarkdownService and returns the HTML output|2f4711c7449a43b28ddeb83a6778c4b1
com.raysmond.blog.utils.markdown|pegdownmarkdownservice|both are implementations of MarkdownService interface|2f4711c7449a43b28ddeb83a6778c4b1
usercontroller|springbootapplication|SpringBootApplication is the main class that initializes and runs the whole application, while UserController is a controller class for handling user-related requests|2f4711c7449a43b28ddeb83a6778c4b1
postcontroller|controller|is a type of component in Spring MVC framework.|e9a07c315879491aac3632f25c511266
postservice|postservice|is an instance of PostService interface, provided through dependency injection mechanism.|e9a07c315879491aac3632f25c511266
com.raysmond.blog.controllers|controller|belongs to package com.raysmond.blog.controllers in the given context.|e9a07c315879491aac3632f25c511266
posttype|posttype|is an enumerated data type for categorizing posts based on their content.|e9a07c315879491aac3632f25c511266
lists|guava library|belongs to Google Guava library, which is being utilized for creating List collections in the given context.|e9a07c315879491aac3632f25c511266
maps|guava library|belongs to Google Guava library, which is being utilized for creating Map collections in the given context.|e9a07c315879491aac3632f25c511266
notfoundexception|exception|is a custom exception class defined by the author for handling resource not found scenarios.|e9a07c315879491aac3632f25c511266
post|model|represents a blog post, which is being used as a model object for rendering views.|e9a07c315879491aac3632f25c511266
postcontroller|postservice|is autowired by PostController|29c39592a2a245a0932fcdafd7d7548f
postcontroller|getarchiveposts()|method in PostController class|29c39592a2a245a0932fcdafd7d7548f
postservice|getarchiveposts()|method in PostService interface|29c39592a2a245a0932fcdafd7d7548f
postservice|getpublishedpostbypermalink(string)|method in PostService interface|29c39592a2a245a0932fcdafd7d7548f
post|getid()|method to get the ID of the post|29c39592a2a245a0932fcdafd7d7548f
post|getcreatedat()|method to get the creation date of the post|29c39592a2a245a0932fcdafd7d7548f
map|maps.newhashmap()|a method used to initialize a new empty HashMap in Java|29c39592a2a245a0932fcdafd7d7548f
lists|lists.newarraylist()|a method used to initialize a new empty ArrayList in Java|29c39592a2a245a0932fcdafd7d7548f
posttype|post|a constant value representing the type of post, defined in PostController class|29c39592a2a245a0932fcdafd7d7548f
postservice|incrementviews(long)|a method used to increment the number of views for a specific post ID|29c39592a2a245a0932fcdafd7d7548f
posttype|type|In the context, 'postType' and 'type' are synonyms used to refer to the category or genre of a post.|5c5d642c0e0449a0b5c440584ada47cf
model.addattribute|assignment statement|In this context, 'model.addAttribute' and 'assignment statement' are related as they both involve assigning values to variables.|5c5d642c0e0449a0b5c440584ada47cf
posttype|post|In the context, 'postType' and 'post' have a direct relationship as they both appear in the same method call.|5c5d642c0e0449a0b5c440584ada47cf
postservice.getposttags|tag|In this context, 'postService.getPostTags' and 'tags' have a direct relationship as they both involve accessing information about the tags associated with a post.|5c5d642c0e0449a0b5c440584ada47cf
tagcontroller|controller|In this context, 'TagController' and 'controller' are synonyms used to refer to the component responsible for handling incoming requests related to tags.|5c5d642c0e0449a0b5c440584ada47cf
tagservice|service|In this context, 'tagService' and 'service' have a direct relationship as they both refer to a component responsible for providing functionality related to tags.|5c5d642c0e0449a0b5c440584ada47cf
postcontroller|controller|In the context, 'PostController' and 'controller' are synonyms used to refer to the component responsible for handling incoming requests related to posts.|5c5d642c0e0449a0b5c440584ada47cf
postservice|service|In this context, 'postService' and 'service' have a direct relationship as they both refer to a component responsible for providing functionality related to posts.|5c5d642c0e0449a0b5c440584ada47cf
homecontroller|com.raysmond.blog.controllers.homecontroller|is a subclass of com.raysmond.blog.controllers.HomeController and implements the java.lang.annotation.Annotation interface.|c5ab21e0c49e44fc951d82884be0a4f7
homecontroller|com.raysmond.blog.services.appsetting|is used by HomeController in method showTag to access AppSetting object through dependency injection.|c5ab21e0c49e44fc951d82884be0a4f7
postservice|com.raysmond.blog.services.postservice|is accessed and used by HomeController in method showTag to retrieve Post objects based on a tag.|c5ab21e0c49e44fc951d82884be0a4f7
showtag|public string showtag(...)|is a public method of the class com.raysmond.blog.controllers.HomeController, which returns a view name for rendering.|c5ab21e0c49e44fc951d82884be0a4f7
model|javax.servlet.jsp.pagecontext.getattribute(...)|is used to add attributes to the model in the method showTag of HomeController, such as tag, posts, page, and totalPages.|c5ab21e0c49e44fc951d82884be0a4f7
tag|tag tag = tagservice.gettag(tagname);|is a local variable in the method showTag of HomeController used to store the Tag object retrieved from the tagService.|c5ab21e0c49e44fc951d82884be0a4f7
posts|page<post> posts = postservice.findpostsbytag(tagname, page, appsetting.getpagesize());|is a local variable in the method showTag of HomeController used to store the Page object containing all the Post objects related to the specified tag.|c5ab21e0c49e44fc951d82884be0a4f7
page|"model.addattribute(""page"", page + 1);"|is a local variable in the method showTag of HomeController, initialized with default value, used to pass the current page number to the view for display.|c5ab21e0c49e44fc951d82884be0a4f7
totalpages|"model.addattribute(""totalpages"");"|is a local variable in the method showTag of HomeController used to pass the total number of pages containing related posts to the view for display.|c5ab21e0c49e44fc951d82884be0a4f7
homecontroller|postservice|HomeController is using the postService to retrieve all published posts.|780634c24b9745e9a31a1053b346aba0
homecontroller|appsetting|HomeController is using appSetting to get the page size for retrieving posts.|780634c24b9745e9a31a1053b346aba0
tagservice|tagrepository|TagService is using TagRepository to find, create, delete and retrieve all tags.|780634c24b9745e9a31a1053b346aba0
cachesettingservice|com.raysmond.blog.services.settingservice|implements SettingService|0a0e82ce359e4b00b75ca02bf34990bc
raysmond|author|author of CacheSettingService class|0a0e82ce359e4b00b75ca02bf34990bc
springblog|com.raysmond.blog.services.cachesettingservice|belongs to SpringBlog project|0a0e82ce359e4b00b75ca02bf34990bc
blog|com.raysmond.blog.services.cachesettingservice|located in blog package|0a0e82ce359e4b00b75ca02bf34990bc
monolith|src/main/java/com/raysmond/blog/services/cachesettingservice.java|path to CacheSettingService class file in monolith directory|0a0e82ce359e4b00b75ca02bf34990bc
tag|com.raysmond.blog.models|defined in com.raysmond.blog.models package|0a0e82ce359e4b00b75ca02bf34990bc
tagrepository|com.raysmond.blog.services.cachesettingservice|has a field named tagRepository of type TagRepository in CacheSettingService class|0a0e82ce359e4b00b75ca02bf34990bc
deletetag|public void deletetag(tag tag)|method named deleteTag takes Tag object as argument in CacheSettingService interface|0a0e82ce359e4b00b75ca02bf34990bc
getalltags|public list<tag> getalltags()|method named getAllTags returns a list of Tags in CacheSettingService interface|0a0e82ce359e4b00b75ca02bf34990bc
findall|list<tag>|method findAll from TagRepository interface returns List of Tags|0a0e82ce359e4b00b75ca02bf34990bc
settingrepository|settingrepository|field named settingRepository has a type SettingRepository in CacheSettingService class|0a0e82ce359e4b00b75ca02bf34990bc
cacheevict|@cacheevict|annotation @CacheEvict is used to evict cache entries in CacheSettingService interface method|0a0e82ce359e4b00b75ca02bf34990bc
cacheable|@cacheable|annotation @Cacheable is used to make a method's result cacheable in CacheSettingService interface method|0a0e82ce359e4b00b75ca02bf34990bc
transactional|@transactional|annotation @Transactional is used for transaction management in CacheSettingService class constructor and interfaces methods|0a0e82ce359e4b00b75ca02bf34990bc
serializable|serializable|interface Serializable used to represent serialized object data in CacheSettingService interface method get()|0a0e82ce359e4b00b75ca02bf34990bc
userservice|userdetailsservice|UserService class implements UserDetailsService interface, which is used to load user details from the database or other data sources|aa6ae90d9ed74a32b609c5d23964f3ce
userrepository|userservice|UserService class interacts with UserRepository to save and fetch users from the database|aa6ae90d9ed74a32b609c5d23964f3ce
passwordencoder|userservice|UserService class injects PasswordEncoder for password encryption|aa6ae90d9ed74a32b609c5d23964f3ce
userrepository|userservice|UserService class interacts with userRepository to fetch and save users from the database|aa6ae90d9ed74a32b609c5d23964f3ce
constants.default_admin_email|user|User class constructor takes email and password as arguments, which can be fetched from constants for default admin user|aa6ae90d9ed74a32b609c5d23964f3ce
securitycontextholder|authentication|Spring Security's SecurityContextHolder is a thread-local storage mechanism used to store authentication object, which contains details of the currently authenticated user|aa6ae90d9ed74a32b609c5d23964f3ce
grantedauthority|authentication|Spring Security's Authentication class holds a list of GrantedAuthorities that represent permissions or roles granted to the user|aa6ae90d9ed74a32b609c5d23964f3ce
simplegrantedauthority|grantedauthority|Spring Security's SimpleGrantedAuthority class implements GrantedAuthority interface for representing roles or permissions granted to the user|aa6ae90d9ed74a32b609c5d23964f3ce
userdetailsservice|securitycontextholder|Spring Security's UserDetailsService is an interface used to load user details from the database, which can be implemented by UserService class and injected into Spring Security configuration|aa6ae90d9ed74a32b609c5d23964f3ce
userdetails|authentication|Spring Security's Authentication class holds a UserDetails object that contains details of the currently authenticated user|aa6ae90d9ed74a32b609c5d23964f3ce
userrepository.findbyemail(string)|getsuperuser()|getSuperUser() method checks if superuser already exists, and creates it if not by invoking UserRepository's findByEmail method with email as argument|aa6ae90d9ed74a32b609c5d23964f3ce
settingservice|interface|Belongs to package com.raysmond.blog.services, provides methods for accessing and storing settings with keys and values.|e154ce5ce2c746c28820770c62b02bb0
appsetting|class|Inherits from SettingService interface, contains constants representing specific settings such as SITE_NAME, SITE_SLOGAN, PAGE_SIZE. Implements private variables for these settings and provides methods to access them.|e154ce5ce2c746c28820770c62b02bb0
site_name|setting|Represented by constant SITE_NAME in AppSetting class, is accessible through interface SettingService's get(String key) method.|e154ce5ce2c746c28820770c62b02bb0
site_slogan|setting|Represented by constant SITE_SLOGAN in AppSetting class, is accessible through interface SettingService's get(String key) method.|e154ce5ce2c746c28820770c62b02bb0
page_size|setting|Represented by constant PAGE_SIZE in AppSetting class, is accessible through interface SettingService's get(String key) method. Default value can also be provided using interface SettingService's get(String key, Serializable defaultValue) method.|e154ce5ce2c746c28820770c62b02bb0
createspringuser|method|Extracted from the given context, creates a new User object in SpringSecurity framework and returns it as an org.springframework.security.core.userdetails.User object.|e154ce5ce2c746c28820770c62b02bb0
createauthority|method|Extracted from the given context, creates a new GrantedAuthority object in SpringSecurity framework and returns it as an org.springframework.security.core.userdetails.User object.|e154ce5ce2c746c28820770c62b02bb0
user|class|Inherits from interface org.springframework.security.core.userdetails.User, represents a user account in SpringSecurity framework.|e154ce5ce2c746c28820770c62b02bb0
springblog|package|Contains classes related to the SpringBlog application.|e154ce5ce2c746c28820770c62b02bb0
com|domain|Provides a hierarchical namespace for packages and types in Java programming language.|e154ce5ce2c746c28820770c62b02bb0
postservice|com.raysmond.blog.services|Is a type of class or interface in Java package com.raysmond.blog.|0d49d80679db48b6810729633a21fe64
postservice|services|Is part of the Java package com.raysmond.blog.|0d49d80679db48b6810729633a21fe64
postrepository|com.raysmond.blog.repositories|Is a type of interface in Java package com.raysmond.blog.|0d49d80679db48b6810729633a21fe64
postservice|postrepository|Interacts with or depends on the PostRepository for handling database operations related to posts.|0d49d80679db48b6810729633a21fe64
constants|com.raysmond.blog|Is a type of class or interface in Java package com.raysmond.blog.|0d49d80679db48b6810729633a21fe64
postservice|constants|Uses the Constants class for accessing constants specific to this blog.|0d49d80679db48b6810729633a21fe64
notfoundexception|com.raysmond.blog.error|Is a type of exception in Java package com.raysmond.blog.error.|0d49d80679db48b6810729633a21fe64
postservice|notfoundexception|Throws the NotFoundException if the requested post is not found in the database.|0d49d80679db48b6810729633a21fe64
post|com.raysmond.blog.models|Is a type of class or interface in Java package com.raysmond.blog.models.|0d49d80679db48b6810729633a21fe64
tag|com.raysmond.blog.models|Is a type of class or interface in Java package com.raysmond.blog.models.|0d49d80679db48b6810729633a21fe64
postformat|com.raysmond.blog.models.support|Is a type of enum or interface in Java package com.raysmond.blog.models.support.|0d49d80679db48b6810729633a21fe64
poststatus|com.raysmond.blog.models.support|Is a type of enum or interface in Java package com.raysmond.blog.models.support.|0d49d80679db48b6810729633a21fe64
posttype|com.raysmond.blog.models.support|Is a type of enum or interface in Java package com.raysmond.blog.models.support.|0d49d80679db48b6810729633a21fe64
postrepository|post|Provides CRUD operations for the Post entity.|0d49d80679db48b6810729633a21fe64
pagerequest|org.springframework.data.domain|Is a type of class or interface in Java package org.springframework.data.domain.|0d49d80679db48b6810729633a21fe64
postservice|pagerequest|Uses the PageRequest class to implement pagination for listing posts.|0d49d80679db48b6810729633a21fe64
markdownservice|com.raysmond.blog.support.web|Is a type of interface in Java package com.raysmond.blog.support.web.|0d49d80679db48b6810729633a21fe64
postservice|markdownservice|Uses the MarkdownService to convert post content from Markdown format to HTML for displaying on the blog.|0d49d80679db48b6810729633a21fe64
createpost|post|method to create a post and pass it to the repository|f792b11b5ccb4859a6129e2fba5761b9
tag|tagnames|set of tags associated with a post, parsed from a string using tagService|f792b11b5ccb4859a6129e2fba5761b9
tagservice|findorcreatebyname|method to find or create a Tag with the given name|f792b11b5ccb4859a6129e2fba5761b9
postrepository|findbytag|method to find all posts associated with a specific tag, returning Page of Posts|f792b11b5ccb4859a6129e2fba5761b9
pagerequest|"new pagerequest(page, pagesize, sort.direction.desc, ""createdat"")"|construct for paginating search results using Spring Data's Pageable interface|f792b11b5ccb4859a6129e2fba5761b9
poststatus|published|enum defining published status of a post, used to filter search results by tag and status|f792b11b5ccb4859a6129e2fba5761b9
postrepository|countpostsbytags|method to count the number of posts associated with all unique tags (excluding drafts), asynchronously|f792b11b5ccb4859a6129e2fba5761b9
bootstrappaginator|$|is a jQuery object that is used to select DOM elements in this context.|6b222efc9f3349d084a4ecf335449c07
bootstrappaginator|options|is an optional argument passed by the user, which contains specific settings for the pagination component. It can be used to customize various aspects of the pagination, such as the size and color scheme.|6b222efc9f3349d084a4ecf335449c07
bootstrappaginator|element|is a required argument that specifies the HTML element where the pagination component will be inserted. It can be any valid jQuery selector, such as '#my-pagination' or '.my-class'.|6b222efc9f3349d084a4ecf335449c07
bootstrappaginator|version|is an optional argument that specifies the major version number of Bootstrap being used. It can take values 2 or 3, and it is used to ensure compatibility between the pagination component and the specific version of Bootstrap being used.|6b222efc9f3349d084a4ecf335449c07
bootstrappaginator|id|is an optional attribute that can be added to the HTML element where the pagination component will be inserted. It is used to give a unique identifier to the pagination, which can be useful for accessing it from other parts of the application.|6b222efc9f3349d084a4ecf335449c07
context|this|belongs to the context|5e06815d3f944ddbbedc500052c9c07e
currentpage|this|is a property of this object in the context|5e06815d3f944ddbbedc500052c9c07e
lastpage|this|is a property of this object in the context|5e06815d3f944ddbbedc500052c9c07e
options|this|has an attribute called options in the context|5e06815d3f944ddbbedc500052c9c07e
totalpages|parseint(this.options.totalpages, 10)|is a result of parsing the value of totalPages from the options object passed to setOptions method of this|5e06815d3f944ddbbedc500052c9c07e
numberofpages|parseint(this.options.numberofpages, 10)|is a result of parsing the value of numberOfPages from the options object passed to setOptions method of this|5e06815d3f944ddbbedc500052c9c07e
currentpage|this.setcurrentpage(options.currentpage)|is updated by passing its value from options object to setCurrentPage method of this|5e06815d3f944ddbbedc500052c9c07e
listen|this|contains a function called listen in the context|5e06815d3f944ddbbedc500052c9c07e
$element|this|is an attribute of this object in the context|5e06815d3f944ddbbedc500052c9c07e
off|$element|is a jQuery function used to remove event handlers bound to the element specified by $element|5e06815d3f944ddbbedc500052c9c07e
bind|$element|is a jQuery function that attaches an event handler for all elements that match the jQuery selector provided as its argument|5e06815d3f944ddbbedc500052c9c07e
options|onpageclicked|is used to bind the 'page-clicked' event in the context|5e06815d3f944ddbbedc500052c9c07e
$element|off|is used to remove all 'page-changed' and 'page-clicked' event handlers bound to $element|5e06815d3f944ddbbedc500052c9c07e
destroy|this|contains a function called destroy in the context|5e06815d3f944ddbbedc500052c9c07e
$element|empty|is a jQuery function used to remove all child nodes of an element and optionally their descendants, including text nodes|5e06815d3f944ddbbedc500052c9c07e
pages|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
pages|getpages()|invokesMethod|ae3bc9209cad4b10a6a1752a372b9625
pages.first|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
pages.first|show()|invokesMethod|ae3bc9209cad4b10a6a1752a372b9625
this.getpages()|pages.first|accessesVariable|ae3bc9209cad4b10a6a1752a372b9625
showlast|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
pages.last|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
pages.last|show()|invokesMethod|ae3bc9209cad4b10a6a1752a372b9625
this.getpages()|pages.last|accessesVariable|ae3bc9209cad4b10a6a1752a372b9625
onpageitemclicked|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
event.data.type|type|isAttributeOf|ae3bc9209cad4b10a6a1752a372b9625
event.data.page|page|isAttributeOf|ae3bc9209cad4b10a6a1752a372b9625
$element|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
show(pages.first)|this.$element|invokesMethod|ae3bc9209cad4b10a6a1752a372b9625
bootstrappaginator|$element|accessesVariable|ae3bc9209cad4b10a6a1752a372b9625
showfirst|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
bootstrappaginator|showfirst|invokesMethodOf|ae3bc9209cad4b10a6a1752a372b9625
showprevious|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
bootstrappaginator|showprevious|invokesMethodOf|ae3bc9209cad4b10a6a1752a372b9625
shownext|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
bootstrappaginator|shownext|invokesMethodOf|ae3bc9209cad4b10a6a1752a372b9625
showlast|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
bootstrappaginator|showlast|invokesMethodOf|ae3bc9209cad4b10a6a1752a372b9625
onpageclicked|this|belongsTo|ae3bc9209cad4b10a6a1752a372b9625
event|this|invokesMethod|ae3bc9209cad4b10a6a1752a372b9625
originalevent|event|isAttributeOf|ae3bc9209cad4b10a6a1752a372b9625
type|event|accessesVariable|ae3bc9209cad4b10a6a1752a372b9625
page|event|accessesVariable|ae3bc9209cad4b10a6a1752a372b9625
$element|this|invokesMethod|ae3bc9209cad4b10a6a1752a372b9625
page-clicked|$element|triggersEvent|ae3bc9209cad4b10a6a1752a372b9625
context|itemcontainer|contains|5ebfb47196644dbc8cdefab094622c84
itemcontainer|itemcontent|holds|5ebfb47196644dbc8cdefab094622c84
itemcontainer|text|has content|5ebfb47196644dbc8cdefab094622c84
itemcontainer|title|shows title|5ebfb47196644dbc8cdefab094622c84
itemcontainer|itemcontainerclass|has class|5ebfb47196644dbc8cdefab094622c84
context|type|is associated with|5ebfb47196644dbc8cdefab094622c84
context|page|belongs to|5ebfb47196644dbc8cdefab094622c84
context|currentpage|applies to current page|5ebfb47196644dbc8cdefab094622c84
itemcontent|a|is represented by|5ebfb47196644dbc8cdefab094622c84
type|first|represents first page|5ebfb47196644dbc8cdefab094622c84
page|first|is first page|5ebfb47196644dbc8cdefab094622c84
type|last|represents last page|5ebfb47196644dbc8cdefab094622c84
page|last|is last page|5ebfb47196644dbc8cdefab094622c84
type|prev|represents previous page|5ebfb47196644dbc8cdefab094622c84
page|prev|is previous page|5ebfb47196644dbc8cdefab094622c84
type|next|represents next page|5ebfb47196644dbc8cdefab094622c84
page|next|is next page|5ebfb47196644dbc8cdefab094622c84
itemcontainer|itemcontent|is associated with|ce146e9e0b354d96916270e833300a11
itemcontent|text|contains|ce146e9e0b354d96916270e833300a11
itemcontainerclass|itemcontainer|is assigned to|ce146e9e0b354d96916270e833300a11
itemcontentclass|itemcontent|is assigned to|ce146e9e0b354d96916270e833300a11
this.options.pageurl|itemcontent|provides a link to|ce146e9e0b354d96916270e833300a11
title|tooltipopts|is used as the title in|ce146e9e0b354d96916270e833300a11
title|itemcontent|is displayed as a tooltip for|ce146e9e0b354d96916270e833300a11
