node_1|node_2|edge|chunk_id|node_3|node_4|relation|node_5|edge_1|edge_2|edge_3
suppliersbean|bean|SuppliersBean is a type of bean (JavaBeans component) used in Java Server Faces (JSF), a component-based user interface framework for Java.|b2e1a6a8b85b4dc490c6a4daee0816d2|||||||
suppliersbean|j2ee application|SuppliersBean is a part of a J2EE application, which is a collection of enterprise Java components and modules that can be deployed as a single entity.|b2e1a6a8b85b4dc490c6a4daee0816d2|||||||
table|inventoryid|table is a data structure used to store and organize data in the form of rows and columns, and inventoryID is a unique identifier assigned to each item in inventory.|b2e1a6a8b85b4dc490c6a4daee0816d2|||||||
integer quantity|inventoryid|Integer quantity is the number of items in stock for a particular product, which can be retrieved using the unique identifier inventoryID.|b2e1a6a8b85b4dc490c6a4daee0816d2|||||||
suppliersbean|get() method|SuppliersBean has a get() method that returns the quantity of a particular product in stock, identified by its inventoryID.|b2e1a6a8b85b4dc490c6a4daee0816d2|||||||
integer quantity|return statement|The Integer quantity is returned from the SuppliersBean class when it is called with an inventoryID as a parameter.|b2e1a6a8b85b4dc490c6a4daee0816d2|||||||
suppliersbean|enterprise bean|is a specific type of Java class used in enterprise application development for implementing business logic and data access methods.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
suppliersbean|serializable|implements the Serializable interface, which allows an object to be serialized (converted into a byte stream) and deserialized (reconstructed from its byte stream) format.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
suppliersbean|dependent|indicates that the bean has a short-lived scope and is created and destroyed by the container each time it is used.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
suppliersbean|entitymanager|is a persistence context that provides a managed, transaction-propagating view of the persistent store.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
suppliersbean|persistencecontext|is an annotation used to inject an EntityManager or EntityManagerFactory into a managed bean's constructor, setter method, or field.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
suppliersbean|com.ibm.websphere.samples.pbw.bean.suppliers|is a specific implementation of the Suppliers class for this application.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|supplierid|is a unique identifier assigned to each supplier, used to retrieve and update supplier information in the database.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|name|refers to the name of the supplier as entered by the user.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|street|represents the physical address of the supplier, including street number and name.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|city|denotes the city or town where the supplier is located.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|state|indicates the state or province where the supplier is based.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|zip|specifies the postal code or zip code for the supplier's location.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|phone|represents the contact phone number of the supplier.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
supplier|url|denotes a web address or URL for accessing further information about the supplier.|5d9d4f2b40174362806cfe2e75a94bfc|||||||
backorder|supplier|The BackOrder class in the PBW application for WebSphere interacts with Supplier objects through methods like setPhone and setUrl. The updateSupplier() method of the SuppliersBean class is used to update the details of a specific supplier, which may or may not exist in the database based on a condition. If the supplier does not exist, an error message is displayed using the debug() method of the Util class. An exception is caught and its details are also logged using the debug() method. The findSuppliers() method retrieves all suppliers from the database using the createNamedQuery() method of EntityManager. This method returns a Collection<Supplier> that can be used further in the application.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
supplier|phone|The setPhone() method of the Supplier class is used to set the phone number of a supplier. This method takes a Phone object as an argument, which represents the contact details of the supplier.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
supplier|url|The setUrl() method of the Supplier class is used to set the website URL of a supplier. This method takes a String as an argument, which represents the web address of the supplier.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
supplier|em|The updateSupplier() method of the SuppliersBean class uses EntityManager (EM) to interact with the database. EM is a PersistenceContext object that provides access to managed persistent objects and their relationships.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
query|em|The findSuppliers() method of the SuppliersBean class uses EntityManager (EM) to retrieve all suppliers from the database. It creates a named query called 'findAllSuppliers' using the createNamedQuery() method of EM.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
util|debug|The debug() method of the Util class is used to display error messages and other diagnostic information in the application. It takes a String argument representing the message to be displayed.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
exception|debug|An exception named 'e' is caught in the createSupplier() method of the BackOrder class. Its details are logged using the debug() method of the Util class.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
backorder|websphere|The PBW application for WebSphere is used to develop and test applications that conform to the operating platform. BackOrder, a sample class included in this application, interacts with Supplier objects using various methods.|eeb8c8fd4c2b4eea9fb476147d9b73d9|||||||
backorder|backorder|Belong to the same entity, as defined by their annotations and nesting structure in the code|9227c4119e414c46891ef92b4f39bdb3|||||||
backorder|inventory|Has a relationship with the INVENTORY entity, as indicated by the use of the @JoinColumn and @OneToOne annotations|9227c4119e414c46891ef92b4f39bdb3|||||||
backorder|status|Is associated with a value for the STATUS attribute, which is a part of the BackOrder entity|9227c4119e414c46891ef92b4f39bdb3|||||||
inventory|backorder|Has a one-to-many relationship with BackOrders, as denoted by the @OneToMany annotation on the INVENTORY entity|9227c4119e414c46891ef92b4f39bdb3|||||||
backorder|inventory|The BackOrder entity is related to the Inventory entity through a one-to-one relationship represented by the 'inventory' field.|8fd955be658447f0be616e79e5730839|||||||
backorder|quantity|The 'quantity' field in the BackOrder entity represents the quantity of the product that is backordered.|8fd955be658447f0be616e79e5730839|||||||
backorder|status|The 'status' field in the BackOrder entity represents the status of the backorder, which is initially set to 'STATUS_ORDERSTOCK' and can later be updated.|8fd955be658447f0be616e79e5730839|||||||
backorder|lowdate|The 'lowDate' field in the BackOrder entity represents the date on which the backordered quantity became low, i.e., when it fell below the reorder level.|8fd955be658447f0be616e79e5730839|||||||
backorder|orderdate|The 'orderDate' field in the BackOrder entity represents the date on which the supplier placed the order for the backordered product.|8fd955be658447f0be616e79e5730839|||||||
programming interface|operating platform|The sample code provided is written for a specific operating platform and its programming interface.|0917a337fe9a497d9e0497e8d2f96a30|||||||
ibm|warranties|IBM disclaims all warranties, including but not limited to warranties of merchantability, satisfactory quality, fitness for a particular purpose, title, and non-infringement.|0917a337fe9a497d9e0497e8d2f96a30|||||||
sample source code|ibm|IBM provides the sample source code on an 'as is' basis without any warranties or conditions.|0917a337fe9a497d9e0497e8d2f96a30|||||||
direct|indirect|IBM shall not be liable for any direct, indirect, incidental, special or consequential damages arising out of the use or operation of the sample source code.|0917a337fe9a497d9e0497e8d2f96a30|special|consequential|||||
maintenance|support|IBM has no obligation to provide maintenance, support, updates, enhancements or modifications to the sample source code.|0917a337fe9a497d9e0497e8d2f96a30|updates|enhancements||modifications|||
copyright|international business machines corp.|The sample source code is copyrighted by International Business Machines Corp. For the year 2001 and 2011.|0917a337fe9a497d9e0497e8d2f96a30|||||||
licensed materials|property of ibm|The material labeled 'Licensed Materials - Property of IBM' is owned by International Business Machines Corp.|0917a337fe9a497d9e0497e8d2f96a30|||||||
customer|bean mapping|The class Customer is a bean mapping for the CUSTOMER table.|0917a337fe9a497d9e0497e8d2f96a30|||||||
customer|entity|The class Customer is annotated as an Entity.|0917a337fe9a497d9e0497e8d2f96a30|||||||
customer|schema|The table CUSTOMER is associated with the schema APP.|0917a337fe9a497d9e0497e8d2f96a30|APP||||||
removeallcustomers|named queries|There is a named query called removeAllCustomers defined for the Customer class.|0917a337fe9a497d9e0497e8d2f96a30|||||||
customer|@table|Customer is defined using annotation @Table with name 'CUSTOMER' and schema 'APP'|f35b95d393494ed6bf3b9384cb38e066|||||||
customer|namedqueries|Customer has named queries represented by NamedQueries annotation|f35b95d393494ed6bf3b9384cb38e066|||||||
removeallcustomers|namedquery|removeAllCustomers is a named query defined for Customer using annotation NamedQuery with name 'removeAllCustomers'|f35b95d393494ed6bf3b9384cb38e066|||||||
customerkey|customer|Customer has a key represented by CustomerKey|f35b95d393494ed6bf3b9384cb38e066|||||||
password|customer|Password is associated with Customer|f35b95d393494ed6bf3b9384cb38e066|||||||
firstname|customer|First name of customer is represented by firstName|f35b95d393494ed6bf3b9384cb38e066|||||||
lastname|customer|Last name of customer is represented by lastName|f35b95d393494ed6bf3b9384cb38e066|||||||
addr1|customer|Street address of the customer is represented by addr1|f35b95d393494ed6bf3b9384cb38e066|||||||
addr2|customer|Additional street address of the customer (if any) is represented by addr2|f35b95d393494ed6bf3b9384cb38e066|||||||
addrcity|customer|City name of the customer's address is represented by addrCity|f35b95d393494ed6bf3b9384cb38e066|||||||
addrstate|customer|State of the customer's address is represented by addrState|f35b95d393494ed6bf3b9384cb38e066|||||||
addrzip|customer|Zip code for the customer's address is represented by addrZip|f35b95d393494ed6bf3b9384cb38e066|||||||
phone|customer|Phone number of the customer is represented by phone|f35b95d393494ed6bf3b9384cb38e066|||||||
addrcity|customer|Street address of the customer includes their city.|5b0e6550b1c74c0c85e41641376a8400|||||||
addrstate|customer|Street address of the customer includes their state.|5b0e6550b1c74c0c85e41641376a8400|||||||
addrzip|customer|Street address of the customer includes their zip code.|5b0e6550b1c74c0c85e41641376a8400|||||||
phone|customer|Customer's contact details include their phone number.|5b0e6550b1c74c0c85e41641376a8400|||||||
key|customer|Customer is identified by their unique key.|5b0e6550b1c74c0c85e41641376a8400|||||||
password|customer|Password is used for authentication of the customer.|5b0e6550b1c74c0c85e41641376a8400|||||||
firstname|customer|Customer's name consists of their first name.|5b0e6550b1c74c0c85e41641376a8400|||||||
lastname|customer|Customer's name consists of their last name.|5b0e6550b1c74c0c85e41641376a8400|||||||
sample code|application programming interface|provided in source code form for developing, using, marketing or distributing application programs conforming to the operating platform for which the sample code is written.|ce5baa4b4e284801ac669dc101fe8942|||||||
sample code|source code|provided in|ce5baa4b4e284801ac669dc101fe8942|||||||
sample programs|application programming interface|conforming to the application programming interface for the operating platform for which the sample code is written.|ce5baa4b4e284801ac669dc101fe8942|||||||
inventory.java|java||ce5baa4b4e284801ac669dc101fe8942|||||||
pbw|websphere application server|sample code is written for|ce5baa4b4e284801ac669dc101fe8942|||||||
sample code|copying|may copy, modify, and distribute these sample programs in any form without payment to IBM for the purposes of developing,|ce5baa4b4e284801ac669dc101fe8942|||||||
sample code|marketing|developing, using, marketing or distributing application programs conforming to the application programming interface for the operating platform for which the sample code is written.|ce5baa4b4e284801ac669dc101fe8942|||||||
ibm|copyright license|this information contains|ce5baa4b4e284801ac669dc101fe8942|||||||
sample code|distribution|may distribute these sample programs in any form without payment to IBM for the purposes of developing,|ce5baa4b4e284801ac669dc101fe8942|||||||
sample code|modification|may copy, modify, and distribute these sample programs in any form without payment to IBM for the purposes of developing,|ce5baa4b4e284801ac669dc101fe8942|||||||
inventory|products for sale|The Inventory bean provides information about the products that a store has for sale.|c99ef11bc61148258eb7cc256f0d914f|||||||
inventory|table|The Inventory class is mapped to the INVENTORY table in the APP schema.|c99ef11bc61148258eb7cc256f0d914f|||||||
entity|bean mapping|The Inventory class is annotated with the @Entity annotation, which maps it to a database table.|c99ef11bc61148258eb7cc256f0d914f|||||||
namedqueries|named queries|The Inventory class is annotated with the @NamedQueries annotation, which defines named queries for searching inventory data.|c99ef11bc61148258eb7cc256f0d914f|||||||
inventory|/|The context mentions that the store has 'for sale' items, which implies that there is an inventory of products. The Inventory class and the '/' symbol in the URL indicate a resource or location where these products are being sold.|a922a9df07d4451488b4875cebb6c044|||||||
inventory|getitemsbycategory|The named query 'getItemsByCategory' is used to retrieve items based on their category, indicating that categories are a way of organizing and classifying products in the inventory.|a922a9df07d4451488b4875cebb6c044|||||||
inventory|removeallinventory|The named query 'removeAllInventory' is used to delete all items from the inventory, suggesting that there can be a large number of products and the ability to remove them in bulk is necessary.|a922a9df07d4451488b4875cebb6c044|||||||
inventory|price|The 'price' attribute is present in the Inventory class, indicating that each product has a specific price associated with it.|a922a9df07d4451488b4875cebb6c044|||||||
inventory|cost|The 'cost' attribute is also present in the Inventory class, possibly indicating the cost of production or acquisition of each product.|a922a9df07d4451488b4875cebb6c044|||||||
inventory|quantity|The 'quantity' attribute is present, implying that there can be multiple units of a single product available for sale.|a922a9df07d4451488b4875cebb6c044|||||||
inventory|category|The 'category' attribute is present, indicating that products in the inventory are categorized based on some criteria.|a922a9df07d4451488b4875cebb6c044|||||||
inventory|ispublic|The 'isPublic' attribute is present, possibly suggesting that there are both public and private products available for sale through the inventory.|a922a9df07d4451488b4875cebb6c044|||||||
setimage|item.getimage()|sets the image of this inventory item based on the image retrieved from the given item.|238462a473274eb8aa4a880d1c23f55b|||||||
this.setprice|item.getprice()|sets the price of this inventory item based on the price retrieved from the given item.|238462a473274eb8aa4a880d1c23f55b|||||||
this.setcost|item.getcost()|sets the cost of this inventory item based on the cost retrieved from the given item.|238462a473274eb8aa4a880d1c23f55b|||||||
this.setquantity|item.getquantity()|sets the quantity of this inventory item based on the quantity retrieved from the given item.|238462a473274eb8aa4a880d1c23f55b|||||||
this.setcategory|item.getcategory()|sets the category of this inventory item based on the category retrieved from the given item.|238462a473274eb8aa4a880d1c23f55b|||||||
this.setnotes|item.getnotes()|sets the notes related to this inventory item based on the notes retrieved from the given item.|238462a473274eb8aa4a880d1c23f55b|||||||
setispublic|item.ispublic()|sets whether this inventory item is public or not based on whether the given item is public or not.|238462a473274eb8aa4a880d1c23f55b|||||||
increaseinventory|int quantity|increases the quantity of this inventory item by a specified quantity.|238462a473274eb8aa4a880d1c23f55b|||||||
order|inventoryid|A unique identifier for the current order within the inventory.|153af64ab1664a33a69e7c877cbc4bdc|||||||
order|tostring|A method to convert the current Order object into a string representation.|153af64ab1664a33a69e7c877cbc4bdc|||||||
class|getclass|A method to return the runtime class of the current object.|153af64ab1664a33a69e7c877cbc4bdc|||||||
string|getsimplename|A method to return the simple name (the name without its package) of the class.|153af64ab1664a33a69e7c877cbc4bdc|||||||
order|backorder|A reference to a related object representing a backorder for the current order.|153af64ab1664a33a69e7c877cbc4bdc|||||||
order|setbackorder|A method to set the value of the backOrder field for the current Order object.|153af64ab1664a33a69e7c877cbc4bdc|||||||
order|getbackorder|A method to return the value of the backOrder field for the current Order object.|153af64ab1664a33a69e7c877cbc4bdc|||||||
byte[]|imgbytes|A byte array representing an image associated with the current order.|153af64ab1664a33a69e7c877cbc4bdc|||||||
order|setimgbytes|A method to set the value of the imgbytes field for the current Order object.|153af64ab1664a33a69e7c877cbc4bdc|||||||
order|getimgbytes|A method to return the value of the imgbytes field for the current Order object.|153af64ab1664a33a69e7c877cbc4bdc|||||||
entity|order|The class Order is annotated with the @Entity annotation, which indicates that it represents a database table.|d6a2afd99143424e8561cd0dab06b5f9|||||||
table|order1|The @Table annotation is used to map the entity Order to the ORDER1 table in the APP schema.|d6a2afd99143424e8561cd0dab06b5f9|||||||
namedqueries|removeallorders|The @NamedQueries annotation indicates that the class Order has one or more named queries, and removeAllOrders is one such query.|d6a2afd99143424e8561cd0dab06b5f9|||||||
namedquery|removeallorders|The @NamedQuery annotation defines a named query with the name removeAllOrders, which can be used to delete all rows from the ORDER1 table.|d6a2afd99143424e8561cd0dab06b5f9|||||||
generatedvalue||The @GeneratedValue annotation is used to generate a primary key for the Order entity using the TABLE strategy and the OrderSeq generator.|d6a2afd99143424e8561cd0dab06b5f9|||||||
generationtype|table|The GenerationType.TABLE constant specifies that a sequence generator should be used to generate primary keys for entities.|d6a2afd99143424e8561cd0dab06b5f9|||||||
tablegenerator|orderseq|The TableGenerator annotation is used to define a database sequence generator with the name OrderSeq, which will be used to generate primary keys for the Order entity.|d6a2afd99143424e8561cd0dab06b5f9|||||||
joincolumn||The @JoinColumn annotation is not used in this code snippet, but it can be used to specify a foreign key column for a relationship between entities.|d6a2afd99143424e8561cd0dab06b5f9|||||||
manytoone||The @ManyToOne annotation is not used in this code snippet, but it can be used to define a unidirectional many-to-one relationship between entities.|d6a2afd99143424e8561cd0dab06b5f9|||||||
collection|orderitems|The class Order has a transient collection field called OrderItems, which is not persisted to the database but can be used to manage associated entities in memory.|d6a2afd99143424e8561cd0dab06b5f9|||||||
id||The @Id annotation is used to define a primary key for the Order entity.|d6a2afd99143424e8561cd0dab06b5f9|||||||
transient|orderitems|The @Transient annotation is used to indicate that the OrderItems field should not be persisted to the database, but can still be accessed in memory.|d6a2afd99143424e8561cd0dab06b5f9|||||||
entity|orderitem|The class OrderItem represents an entity mapped to a database table for order items.|d6a2afd99143424e8561cd0dab06b5f9|||||||
table||The @Table annotation is not used in this code snippet, but it can be used to define the mapping of the OrderItem entity to a database table.|d6a2afd99143424e8561cd0dab06b5f9|||||||
order|customer|A customer places an order.|89e83302b5524ae988031bc9fc9375c4|||||||
order|orderid|Each Order has a unique identifier (orderID).|89e83302b5524ae988031bc9fc9375c4|||||||
order|profit|Each Order generates a profit.|89e83302b5524ae988031bc9fc9375c4|||||||
order|orderitems|An Order consists of one or more orderItems (Collection).|89e83302b5524ae988031bc9fc9375c4|||||||
orderitem|product|Each OrderItem is associated with a Product.|89e83302b5524ae988031bc9fc9375c4|||||||
customer|billname|A Customer provides a billing name (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|billaddr1|Each Customer has a billing address line 1 (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|billaddr2|Each Customer may have a billing address line 2 (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|billcity|Each Customer specifies their billing city (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|billstate|Each Customer indicates their billing state (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|billzip|Each Customer provides their billing zip code (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|billphone|A Customer can provide a billing phone number (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|shipname|Each Customer provides a shipping name (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|shipaddr1|Each Customer specifies their shipping address line 1 (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|shipaddr2|Each Customer may have a shipping address line 2 (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|shipcity|Each Customer specifies their shipping city (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|shipstate|Each Customer indicates their shipping state (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|shipzip|Each Customer provides their shipping zip code (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|shipphone|A Customer may provide a shipping phone number (String).|89e83302b5524ae988031bc9fc9375c4|||||||
customer|order|A Customer places an Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
billname|order|The BillName is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
billaddr1|order|The Billing Address Line 1 is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
billaddr2|order|The Billing Address Line 2 (if any) is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
billcity|order|The Billing City is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
billstate|order|The Billing State is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
billzip|order|The Billing ZIP code is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
shipname|order|The Ship Name (or Shipping Label) is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
shipaddr1|order|The Shipping Address Line 1 is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
shipaddr2|order|The Shipping Address Line 2 (if any) is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
shipcity|order|The Shipping City is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
shipstate|order|The Shipping State is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
shipzip|order|The Shipping ZIP code is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
shipphone|order|The Shipping Phone number (if any) is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
creditcard|order|The Credit Card being used for payment is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
ccnum|creditcard|The Credit Card number is associated with the Credit Card.|01f17850c8f346fda6f2d8235f5eada3|||||||
ccexpiremonth|creditcard|The Expiration Month of the Credit Card is associated with the Credit Card.|01f17850c8f346fda6f2d8235f5eada3|||||||
ccexpireyear|creditcard|The Expiration Year of the Credit Card is associated with the Credit Card.|01f17850c8f346fda6f2d8235f5eada3|||||||
cardholder|creditcard|The Name on the Card being used for payment is associated with the Credit Card.|01f17850c8f346fda6f2d8235f5eada3|||||||
shippingmethod|order|The Shipping Method chosen by the Customer is associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
items|order|The Items ordered by the Customer are associated with the Order.|01f17850c8f346fda6f2d8235f5eada3|||||||
order|customer|An order is placed by a specific customer.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|billname|The BillName refers to the specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|billaddr1|The BillAddr1 is associated with a particular order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|billaddr2|The BillAddr2 also pertains to the specified order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|billcity|The BillCity is connected to a particular order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|billstate|Similarly, the BillState refers to the specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|billzip|The BillZip is associated with a given order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|billphone|The BillPhone is related to the specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shipname|The ShipName also pertains to a particular order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shipaddr1|Similarly, the ShipAddr1 is connected to a specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shipaddr2|The ShipAddr2 also pertains to a particular order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shipcity|The ShipCity is associated with the specified order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shipstate|Similarly, the ShipState refers to the specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shipzip|The ShipZip is related to a particular order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shipphone|The ShipPhone is associated with the specified order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|creditcard|The CreditCard is related to a specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|ccnum|Similarly, the CcNum refers to the specified order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|ccexpiremonth|The CcExpireMonth is associated with a particular order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|ccexpireyear|Similarly, the CcExpireYear refers to the specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|cardholder|The CardHolder is related to a particular order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|shippingmethod|Similarly, the ShippingMethod refers to the specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
item|order|An item is part of a specific order.|3b45b0ccde664945aee5bc05b510d5ab|||||||
item|price|The Price refers to the particular item.|3b45b0ccde664945aee5bc05b510d5ab|||||||
item|cost|Similarly, the Cost refers to the specific item.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|items|An order consists of multiple items.|3b45b0ccde664945aee5bc05b510d5ab|||||||
order|items|A Collection of OrderItems belongs to an Order.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
order|orderid|Each Order has a unique identifier called OrderID.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
collection|orderitems|The Collection containing the OrderItems is referred to as orderItems.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
float|profit|Each Order generates a Profit, which is a float data type.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
string|selldate|The date on which an Order was sold is called SellDate and is of String data type.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
string|shipaddr1|The first line of the shipping address is referred to as ShipAddr1.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
string|shipaddr2|If available, the second line of the shipping address is called ShipAddr2.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
string|shipcity|The city to which an Order will be shipped is known as ShipCity and is a String value.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
string|shipname|The name of the person or organization who ordered this particular shipment is called ShipName.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
string|shipphone|The phone number of the person or organization to whom an Order will be shipped is known as ShipPhone.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
int|shippingmethod|Each Order has a shipping method associated with it, which can be represented as an integer value called ShippingMethod.|eaf2d0a5835e4a2297cca599d9bea60c|||||||
setshippingmethod|shippingmethod|is a method within the OrderItem class that sets the value of the shippingMethod variable|253ea3dc968345a8b9d5ea428b68a8f2|||||||
getshippingmethod|shippingmethod|is a method within the OrderItem class that returns the value of the shippingMethod variable|253ea3dc968345a8b9d5ea428b68a8f2|||||||
shipzip|getshipzip|is a variable within the OrderItem class that can be accessed using the getShipZip method|253ea3dc968345a8b9d5ea428b68a8f2|||||||
setshipzip|shipzip|is a method within the OrderItem class that sets the value of the shipZip variable|253ea3dc968345a8b9d5ea428b68a8f2|||||||
getshipstate|shipstate|is a variable within the OrderItem class that can be accessed using the getShipState method|253ea3dc968345a8b9d5ea428b68a8f2|||||||
setshipstate|shipstate|is a method within the OrderItem class that sets the value of the shipState variable|253ea3dc968345a8b9d5ea428b68a8f2|||||||
orderitem|com.ibm.websphere.samples.pbw.jpa|is a Java class located within the package com.ibm.websphere.samples.pbw.jpa|253ea3dc968345a8b9d5ea428b68a8f2|||||||
public|setshippingmethod|indicates that the setShippingMethod method has public accessibility within the OrderItem class|253ea3dc968345a8b9d5ea428b68a8f2|||||||
int|shippingmethod|specifies that the shippingMethod variable in the OrderItem class is of type int|253ea3dc968345a8b9d5ea428b68a8f2|||||||
string|shipzip|indicates that the shipZip variable in the OrderItem class is of type String|253ea3dc968345a8b9d5ea428b68a8f2|||||||
string|shipstate|specifies that the shipState variable in the OrderItem class is of type String|253ea3dc968345a8b9d5ea428b68a8f2|||||||
.java|../sample.plantsbywebsphere/src/main/java/com/ibm/websphere/samples/pbw/jpa/orderitem.java|denotes the file extension and location of the OrderItem.java file|253ea3dc968345a8b9d5ea428b68a8f2|||||||
(copyright license)||indicates that this label is not associated with a specific node or relation, but rather provides contextual information related to licensing for the sample code|253ea3dc968345a8b9d5ea428b68a8f2|||||||
orderitem|orderitem|both 'OrderItem' and 'ORDERITEM' represent the same entity in different formats|5768995b84474a6480b44683a06a771e|||||||
pk|orderitem|PK is an embedded class of OrderItem|5768995b84474a6480b44683a06a771e|||||||
inventoryid|pk|inventoryID is a field in PK, which is a part of OrderItem's composite primary key|5768995b84474a6480b44683a06a771e|||||||
order_orderid|pk|ORDER_ORDERID is a field in PK, which is a part of OrderItem's composite primary key|5768995b84474a6480b44683a06a771e|||||||
orderitem|javax.persistence.entity|OrderItem is annotated with javax.persistence.Entity, making it an entity in JPA|5768995b84474a6480b44683a06a771e|||||||
orderitem|table|ORDERITEM is mapped to a table named ORDERITEM in the schema APP|5768995b84474a6480b44683a06a771e|||||||
orderitem|namedqueries|OrderItem has a member variable @NamedQueries, which contains one or more NamedQuery annotations|5768995b84474a6480b44683a06a771e|||||||
removeallorderitem|namedquery|removeAllOrderItem is the name of a named query defined in OrderItem's @NamedQueries member variable|5768995b84474a6480b44683a06a771e|||||||
orderitem|javax.persistence.joincolumn|OrderItem has a member variable @JoinColumn, which represents a foreign key column in a join table|5768995b84474a6480b44683a06a771e|||||||
orderitem|pk|OrderItem and PK are related as OrderItem is an embedded object within a class that also has a PK.|0801b3538561462286ec02dd70342af4|||||||
inventoryid|orderitem.pk|The inventoryID field in the OrderItem class is included in the PK for this entity, indicating a relationship between inventoryID and OrderItem.PK.|0801b3538561462286ec02dd70342af4|||||||
